cn_387	中國	WizardQuant	九坤投資，量化私募	量化交易模型
cn_389	中國	Wondershare Technology Hunan Co Ltd	萬興科技，創意軟件	天幕大模型；Filmora
cn_390	中國	Wuhan Kingsoft Office Software Co Ltd	金山辦公	WPS AI
cn_395	中國	X Square Robot (叉方科技)	自變量機器人，通用具身大模型	WALL-A 模型
cn_4	中國	AISpeech Co Ltd	對話式語音 AI，面向車載、家居和企業	DUI 平台；DFM 大模型
cn_402	中國	xiaobing.ai	小冰公司（微軟分拆），AI 伴侶與數字人	小冰
cn_404	中國	Xiaohongshu	小紅書，生活方式社區	dots 系列開源模型
cn_405	中國	Xiao-i	小i機器人，對話式 AI	華藏大模型
cn_408	中國	XtalPi Inc	晶泰科技，AI+機器人藥物與材料研發	藥物發現平台
cn_409	中國	Xuzhou Xcmg Mining Machinery Co Ltd	徐工礦機，礦用機械	無人駕駛礦卡
cn_410	中國	Yidu Tech	醫渡科技，醫療大數據	YiduCore
cn_412	中國	YITUTech	依圖科技，計算機視覺與醫療 AI	醫療影像；視覺芯片
cn_413	中國	Yonyou Network Technology	用友，企業軟件	YonGPT
cn_416	中國	Yuanfudao	猿輔導，在線教育	小猿學練機
cn_419	中國	Z.ai	智譜 AI 的國際品牌	GLM 系列
cn_42	中國	Beijing LinkerBot (北京靈感機器人)	靈心巧手，機器人靈巧手	靈巧手
cn_421	中國	Zero Zero Robotics Inc	零零科技，消費級無人機	HoverAir
cn_423	中國	Zhejiang Dahua Technology Co Ltd	大華股份，視頻監控	星漢大模型
cn_426	中國	Zhejiang Tonghuashun Intelligent Technology	同花順，金融信息	問財 HithinkGPT
cn_427	中國	Zhejiang Uniview Technologies Co Ltd	宇視科技，視頻監控	梧桐大模型
cn_43	中國	Beijing Luchen Technology Co Ltd	潞晨科技，大模型訓練加速	Colossal-AI
cn_432	中國	Zhuiyi Technology	追一科技，企業對話 AI	博文大模型
cn_435	中國	Zkteco Co Ltd	熵基科技，生物識別	門禁與考勤
cn_436	中國	Zoomlion Heavy Ind Sci Technology	中聯重科，工程機械	智能工程機械
cn_437	中國	ZTE Corp	中興通訊，通信設備	星雲大模型
cn_44	中國	Beijing Lynxi Technologies Co Ltd	靈汐科技，類腦計算芯片	KA200 類腦芯片
cn_46	中國	Beijing NavInfo Co Ltd	四維圖新，高精地圖與智駕	高精地圖；智駕解決方案
cn_52	中國	Beijing Shengshu Technology Co Ltd	生數科技，清華背景，視頻生成模型	Vidu 視頻生成
cn_55	中國	Beijing SinoVoice Technology Co Ltd	捷通華聲，語音與語言技術	靈雲 AI 平台
cn_56	中國	Beijing SoundAI Technology Co Ltd	聲智科技，遠場語音交互	聲學前端算法
cn_57	中國	Beijing SuperMap Software Co Ltd	超圖軟件，地理信息系統（GIS）	SuperMap GIS
cn_58	中國	Beijing Tianrongxin Software Co Ltd	天融信，網絡安全	防火牆；安全大模型
cn_6	中國	Aluminum Corp of China Ltd	中鋁集團，鋁業央企，AI 用於冶煉生產優化	冶煉智能控制
cn_61	中國	Beijing Volcano Engine Technology Co Ltd	火山引擎，字節跳動的雲與 AI 服務	豆包大模型 API；火山方舟
cn_62	中國	Beijing Voyager Technology Co Ltd	北科天繪/Voyager，激光雷達相關技術	激光雷達
cn_64	中國	Beijing Wanji Technology Co Ltd	萬集科技，交通感知與車路協同	激光雷達；ETC 設備
cn_66	中國	Beijing Xiaoyu Intelligent Mfg Technology Co Ltd	小雨智造，具身機器人	柔性裝配機器人
cn_7	中國	Anhui Efort Robot (安徽埃夫特)	國產工業機器人本體制造商	多關節工業機器人；噴塗機器人
cn_73	中國	Beijing Zhongguancun Kejin Technology Co	中關村科金，企業對話與金融 AI	得助大模型平台
cn_74	中國	BGI Shenzhen Co Ltd	華大基因，基因測序與生命科學 AI	基因組學分析
cn_76	中國	Black Sesame Technologies (黑芝麻智能)	自動駕駛計算芯片	華山、武當系列芯片
cn_77	中國	Bosch China Robotics (博世中國機器人)	博世在華機器人與自動化業務	工業自動化方案
cn_78	中國	BYD	比亞迪，新能源汽車與電池巨頭，自研智駕	天神之眼智駕；刀片電池
cn_8	中國	Anhui Guoqi Technology Co Ltd	國汽智控，智能網聯汽車	智能駕駛操作系統
cn_80	中國	CAERI Intelligent Connected Technology	中國汽研旗下，智能網聯汽車測試與研發	智能網聯測試服務
cn_81	中國	Camsense (歡創科技)	機器人視覺與激光雷達傳感器	三角測距激光雷達
cn_82	中國	CASC Rainbow / CH Series (彩虹無人機)	航天科技集團旗下，軍用及工業無人機	彩虹系列無人機
cn_85	中國	CATL Robotics (寧德時代機器人)	寧德時代內部機器人與智能製造	電池產線機器人
cn_90	中國	Changsha Mining Metallurgy Institute	長沙礦冶研究院，礦冶科研機構	智能選礦
cn_92	中國	Cheetah Mobile	獵豹移動，從工具軟件轉向服務機器人與 AI	獵戶星空服務機器人
cn_96	中國	Chery New Energy Automobile Co Ltd	奇瑞新能源，整車製造	新能源車型
cn_97	中國	China Academy of Railway Sciences	中國鐵道科學研究院	鐵路智能運維
us_101	美國	Brain Corp	商用自主清潔機器人軟件	BrainOS
us_103	美國	Brave	隱私瀏覽器	Leo AI
us_104	美國	Bridgewater Associates	全球最大對沖基金，AI 投研	AIA 實驗室
us_11	美國	Advanced Space	航天任務設計	CAPSTONE
us_111	美國	Capital One	銀行，重投 AI	Eno 助手
us_112	美國	Carbon Robotics	激光除草農業機器人	LaserWeeder
us_114	美國	Cartesia	狀態空間模型（SSM）語音生成	Sonic 語音模型
us_120	美國	Cerebras	晶圓級 AI 芯片	WSE-3；推理雲
us_122	美國	Cerence AI	車載語音助手	CaLLM
us_127	美國	Chan Zuckerberg Initiative	扎克伯格夫婦的慈善機構，做生物 AI	虛擬細胞模型
us_13	美國	Aeolus Robotics Inc	養老與家用服務機器人	Aeo 機器人
us_133	美國	Clarifai	計算機視覺與 AI 平台	Clarifai 平台
us_135	美國	Clone Robotics	仿生肌肉人形機器人	Clone Alpha
us_139	美國	Cognex Corp	機器視覺	In-Sight 視覺系統
us_14	美國	Aescape	AI 機器人按摩	Aescape 按摩機器人
us_141	美國	Cognizant Technology Solutions	IT 服務	企業 AI 服務
us_15	美國	AEye	車載激光雷達	4Sight 激光雷達
us_151	美國	Corteva Agriscience	農業種子與作物保護	育種 AI
us_152	美國	Covariant	機器人基礎模型	RFM-1
us_16	美國	Affectiva	情感識別 AI，MIT 媒體實驗室孵化	車內情緒監測
us_160	美國	Cycorp Inc	常識知識庫與符號推理	Cyc
us_164	美國	Databricks	數據與 AI 平台	Mosaic AI；DBRX
us_166	美國	Dataminr	實時事件風險情報	Dataminr Pulse
us_172	美國	Deepcell	AI 單細胞形態學	REM-I
us_174	美國	Deepgram	語音識別 API	Nova 模型
us_18	美國	Agility Robotics	雙足人形物流機器人	Digit
us_181	美國	Dexai Robotics	廚房機器人	Alfred
us_182	美國	Dexterity Inc	物流機器人	Mech 雙臂機器人
us_186	美國	Digital Diagnostics	自主 AI 診斷	LumineticsCore
us_188	美國	Diligent Robotics	醫院服務機器人	Moxi
us_198	美國	Dyno Therapeutics	AI 設計基因治療載體	CapsidMap
us_204	美國	Elemental Cognition	神經符號推理 AI	Cogent
us_206	美國	Elicit	AI 科研文獻助手	Elicit
us_209	美國	Elucidata	生物數據平台	Polly
us_210	美國	Embodied	陪伴機器人	Moxie
us_221	美國	EvolutionaryScale	蛋白質語言模型	ESM3
us_227	美國	FANUC America	發那科美國，工業機器人	工業機器人
us_236	美國	Fireworks AI	推理即服務	推理平台
us_240	美國	Flexiv Robotics	力控自適應機器人	Rizon
us_241	美國	Flock	車牌識別攝像頭	Flock Safety
us_253	美國	Gatik	中短途自動駕駛貨運	B2B 自動駕駛卡車
us_258	美國	General Atomics	國防與能源，無人機	MQ-9 死神無人機
us_260	美國	General Electric	工業巨頭（航空）	航空發動機智能運維
us_261	美國	Generate:Biomedicines	生成式蛋白藥物	Chroma 模型
us_262	美國	Genesis Molecular AI	分子 AI 藥物發現	GEMS
us_265	美國	Ghost Robotics	軍用四足機器人	Vision 60
us_267	美國	Ginkgo Bioworks Inc	合成生物學平台	蛋白模型
us_273	美國	Gray Swan	AI 安全與紅隊	Cygnet
us_275	美國	GreyOrange	倉儲機器人與調度軟件	GreyMatter
us_283	美國	Halodi Robotics	人形機器人（現 1X）	EVE；NEO
us_287	美國	Helm.ai	無監督學習自動駕駛軟件	Helm.ai Driver
us_289	美國	Hippocratic AI	醫療護理智能體	醫療 AI 護士
us_290	美國	Hive	內容審核與深度偽造檢測	Hive 模型
us_291	美國	Hologic Inc	女性健康與影像設備	Genius AI
us_294	美國	Honeywell	工業自動化	Forge 工業 AI
us_299	美國	Hume AI	情感語音 AI	EVI 語音接口
us_3	美國	Abacus.AI	企業 AI 平台與智能體	ChatLLM；Smaug 模型
us_303	美國	Iambic Therapeutics	AI 藥物發現	NeuralPLexer
us_308	美國	Illumina	基因測序	測序儀
us_311	美國	Imbue	推理與編程智能體	Sculptor
us_312	美國	Immunai	單細胞免疫圖譜 AI	AMICA
us_315	美國	Inceptive	RNA 設計 AI，Transformer 作者之一創辦	mRNA 設計
us_317	美國	Inflection AI	對話 AI，後轉企業服務	Pi
us_32	美國	Ambi Robotics	包裹分揀機器人	AmbiSort
us_320	美國	insitro	機器學習藥物發現	ML 藥物平台
us_323	美國	Insulet Corp	胰島素泵	Omnipod
us_326	美國	Intercom	客服智能體	Fin
us_329	美國	Intuitive Surgical Operations Inc	手術機器人龍頭	達芬奇手術機器人
us_33	美國	Ambient.ai	視頻安防 AI	智能監控平台
us_332	美國	Iris Automation Inc	無人機避障	Casia
us_333	美國	iRobot	掃地機器人	Roomba
us_339	美國	Joby Aviation	電動垂直起降飛行器	S4 eVTOL
us_341	美國	John Snow Labs	醫療 NLP	Spark NLP
us_343	美國	Kasisto AI	銀行對話 AI	KAI
us_345	美國	Kensho Technologies	標普旗下金融 AI	Kensho NLP
us_346	美國	Kernel	非侵入式腦成像	Kernel Flow
us_348	美國	Kitware Inc	開源科學可視化與計算機視覺	VTK；CMake
us_350	美國	Kneron	邊緣 AI 芯片	KL 系列
us_352	美國	Kodiak	自動駕駛卡車	Kodiak Driver
us_355	美國	Lambda	GPU 雲	GPU 雲服務
us_356	美國	Lamini	企業大模型微調平台	記憶微調
us_369	美國	Liquid AI	MIT 背景，液態神經網絡基礎模型	LFM 模型
us_373	美國	Lockheed Martin	國防巨頭	自主系統
us_380	美國	Luminar Technologies	車載激光雷達	Iris 激光雷達
us_381	美國	Magic	超長上下文編程模型	LTM 模型
us_390	美國	May Mobility	自動駕駛接駁	Robotaxi
us_397	美國	Meta	社交巨頭，開源大模型	Llama 系列；Meta AI
us_4	美國	Abridge	醫生問診語音轉病歷	Abridge 臨床文檔
us_40	美國	Anki	消費機器人（已關閉）	Vector；Cozmo
us_403	美國	Midjourney	圖像生成	Midjourney
us_405	美國	Miso Robotics	廚房機器人	Flippy
us_409	美國	Modulate	遊戲語音反騷擾	ToxMod
us_413	美國	Monarch Tractor	電動智能拖拉機	MK-V
us_414	美國	MongoDB	文檔數據庫	Atlas 向量搜索
us_417	美國	Motional	現代與 Aptiv 合資 Robotaxi	Ioniq 5 Robotaxi
us_425	美國	Nauticus Robotics	水下機器人	Aquanaut
us_429	美國	Netflix	流媒體	推薦系統
us_433	美國	Neuralink	腦機接口	N1 植入物
us_438	美國	Nexa AI	端側小模型	Octopus 模型
us_44	美國	Applied Intuition	自動駕駛仿真與車輛軟件	仿真工具鏈；車載 OS
us_441	美國	Niantic Spatial Inc	Niantic 分拆，地理空間 AI	大地理模型
us_446	美國	Nixtla	時序預測	TimeGPT
us_451	美國	Northrop Grumman Space	諾斯羅普·格魯曼航天業務	衛星系統
us_452	美國	Nous Research	開源大模型研究	Hermes 模型
us_456	美國	Numenta	類腦計算	千腦理論
us_457	美國	Nuro	自動駕駛與配送	Nuro Driver
us_46	美國	Apptronik	人形機器人	Apollo
us_465	美國	Oceaneering	海洋工程與水下機器人	ROV
us_48	美國	Archer Aviation	電動垂直起降飛行器（eVTOL）	Midnight
us_483	美國	Ouster	激光雷達	數字激光雷達
us_485	美國	Overjet	牙科影像 AI	Overjet
us_486	美國	Palladyne AI	原 Sarcos，機器人 AI 軟件	Palladyne IQ
us_49	美國	Archetype AI	物理世界傳感器基礎模型	Newton 模型
us_495	美國	PathAI	病理 AI	AISight
us_5	美國	Absci	AI 抗體與蛋白藥物設計	生成式抗體平台
us_504	美國	Phantom AI	ADAS 視覺	PhantomDrive
us_507	美國	PickNik Robotics	機器人運動軟件	MoveIt Pro
us_512	美國	Pindrop	語音反欺詐	深度偽造檢測
