cn_160	中國	Galbot	銀河通用，通用具身機器人	銀河通用，研發用合成數據訓練的通用具身機器人，場景是零售貨架取貨和工廠搬運。	Galbot G1
cn_161	中國	Gaussian Robotics	高仙機器人，商用清潔機器人		清潔機器人
cn_162	中國	Geek+ PopPick (極智嘉PopPick)	極智嘉，倉儲物流機器人	賣倉儲物流機器人系統（貨到人揀選），客戶是電商、零售和製造企業倉庫。	PopPick 貨箱到人系統
cn_163	中國	Geely	吉利汽車集團，整車與智駕		千里浩瀚智駕；星睿大模型
cn_164	中國	Geely Automobile Res Inst Ningbo Co Ltd	吉利汽車研究院		
cn_165	中國	Geostar Information Technology Co Ltd	吉奧信息，GIS		
cn_166	中國	Geovis Digital Earth Hefei Co Ltd	中科星圖數字地球		
cn_167	中國	Geovis Weitianxin Technology Co Ltd	中科星圖相關		
cn_168	中國	Gientech Digital Technology Group Co Ltd	中電金信，金融科技		源啟平台
cn_169	中國	Global Tone Communication Technology Qin	中譯語通，機器翻譯		
cn_17	中國	AutoX	L4 級 Robotaxi 自動駕駛公司		AutoX Gen5 自動駕駛系統
cn_170	中國	Glodon Co Ltd	廣聯達，建築數字化軟件		AecGPT 建築大模型
cn_171	中國	GoLaxy Data Technology Inc	中科天璣，大數據輿情		
cn_173	中國	Great Wall Motor Co Ltd	長城汽車，整車與智駕		Coffee Pilot 智駕
cn_176	中國	Guangzhou Automobile Group Co Ltd	廣汽集團，整車與智駕		埃安；ADiGO 智駕
cn_177	中國	Guangzhou Quwan Network Technology Co	趣丸網絡（TT 語音）		
cn_178	中國	Guangzhou Sanqi Jimeng Network Technology	三七互娛相關		
cn_179	中國	Guangzhou Sanqi Jiyao Network Technology	三七互娛相關		
cn_18	中國	AVIC UAV (中航無人機)	中航工業旗下，大型軍民兩用無人機		翼龍系列無人機
cn_180	中國	Guangzhou Shirui Electronics Co Ltd	視源股份（CVTE）		希沃
cn_181	中國	Guangzhou Shiyuan Cvte Artificial Intelligence	視源股份（CVTE）AI 研究院		希沃教育大模型
cn_182	中國	Guangzhou XAG Technology Co Ltd	極飛科技，農業無人機與機器人	極飛科技，賣農業無人機、農機自動駕駛和農田物聯網設備，客戶是農戶和農服組織。	P 系列農業無人機
cn_183	中國	Guangzhou Xiaopeng Autonomous Driving	小鵬汽車自動駕駛業務		XNGP 智駕
cn_184	中國	Guanzhou Radio Express Group Co Ltd	廣電運通，金融設備		
cn_185	中國	Guizhou Wujiang Hydropower Dev Co Ltd	烏江水電		
cn_186	中國	H3C Artificial Intelligence Technology	新華三 AI 業務		百業靈犀大模型
cn_187	中國	Hai Robotics HAIPICK (海柔HAIPICK)	海柔創新，箱式倉儲機器人		HaiPick 系統
cn_188	中國	Haier Smart Home Co Ltd	海爾智家，家電與智能家居	海爾智家，賣冰箱、洗衣機等家電，海外收入佔比高。	HomeGPT；卡奧斯工業互聯網
cn_189	中國	Hangcha Group Co Ltd	杭叉集團，叉車，含無人叉車		智能叉車
cn_19	中國	Axera Semiconductor Co Ltd	愛芯元智，端側 AI 視覺芯片		AX 系列 AI 芯片
cn_190	中國	Hangzhou Arcvideo Tech Co Ltd	當虹科技，視頻編碼		
cn_192	中國	Hangzhou Linx Robot Intelligent Technology	靈西機器人，3D 視覺		
cn_195	中國	Haomo.ai (毫末智行)	長城汽車孵化的智駕公司		HPilot 智駕
cn_196	中國	HBIS Group Co Ltd	河鋼集團，鋼鐵央企		智能煉鋼
cn_2	中國	51WORLD (五一視界)	數字孿生與仿真平台，用於城市、工業和自動駕駛仿真		51Sim 仿真平台；AES 數字孿生引擎
cn_20	中國	Baichuan Robotics (百川智能機器人)	王小川創辦的百川智能，大模型公司，聚焦醫療		Baichuan 系列模型；百小應
cn_200	中國	Hisense Group	海信集團，家電與顯示		星海大模型
cn_201	中國	Hiwing Aviation Gen Equip Co Ltd	航天科工無人機		
cn_202	中國	Honor	榮耀，智能手機		YOYO 智能體；MagicOS AI
cn_203	中國	Horizon Robotics	地平線，智駕芯片與算法	向車企賣智駕芯片（征程系列）和配套算法，按芯片出貨和授權收費，也在推高階智駕整體方案 HSD。	征程系列芯片；HSD 智駕
cn_204	中國	Huadian Electric Power Res Institute	華電電科院		
cn_205	中國	Huawei	華為，通信與終端巨頭，全棧 AI	三大業務是通信設備、手機等消費終端和汽車智能化方案；AI 上提供昇騰芯片與盤古模型，主要賣給政企和運營商。	盤古大模型；昇騰芯片；乾崑智駕
cn_207	中國	Humanoid Robot Shanghai Co Ltd	國地共建人形機器人創新中心		青龍人形機器人
cn_208	中國	Hunan Exceed Robot (湖南超能機器人)	機器人企業		
cn_21	中國	Baidu Inc	搜索與 AI 巨頭，自研文心大模型，佈局自動駕駛	核心收入仍是搜索廣告，AI 新業務包括文心大模型（通過百度智能雲賣給企業）、蘿蔔快跑 Robotaxi 和崑崙芯芯片。	文心大模型 ERNIE；蘿蔔快跑 Robotaxi；崑崙芯
cn_210	中國	Hunan Shibite Robot Co Ltd	視比特，3D 視覺機器人		
cn_211	中國	Idriverplus (智行者)	低速無人駕駛與環衛機器人		蝸小白無人清掃車
cn_212	中國	iFLYTEK Co Ltd	科大訊飛，語音與大模型	收入來自教育（學習機、智慧課堂）、醫療、政務和車載語音等行業方案；自研星火大模型，重點做國產算力適配。	訊飛星火大模型；翻譯機
cn_213	中國	Inceptio Technology	嬴徹科技，幹線物流自動駕駛重卡		軒轅自動駕駛系統
cn_214	中國	Industrial and Commercial Bank of China	工商銀行，全球最大銀行之一，自研金融大模型		工銀智湧大模型
cn_215	中國	INF Technology Shanghai Co Ltd	無限光年，金融大模型		
cn_217	中國	Inspur Group	浪潮集團，服務器與雲	浪潮，賣服務器（國內 AI 服務器龍頭）與雲和企業軟件。	源大模型；AI 服務器
cn_218	中國	INTELLIFUSION	雲天勵飛，視覺芯片與城市 AI		天書大模型；DeepEdge 芯片
cn_22	中國	Bairongzhixin Beijing Technology Co Ltd	百融雲創，金融風控與營銷		風控模型
cn_220	中國	iSoftStone	軟通動力，IT 服務		天璇 AI 平台
cn_221	中國	Jack Technology Inc	傑克科技，縫紉設備與智能製造		智能縫製設備
cn_222	中國	JAKA Robotics (節卡機器人)	協作機器人		JAKA Zu 系列
cn_223	中國	JD Logistics Robotics (京東物流機器人)	京東物流的倉儲與配送機器人		無人倉；配送車
cn_224	中國	JD.COM	京東，電商與零售，自研言犀大模型	京東，自營電商與物流，AI 用於客服、營銷和倉儲自動化。	言犀（JoyAI）大模型
cn_227	中國	Jingdong Technology Information Technology	京東科技		
cn_23	中國	Banma Network Technology Co Ltd	斑馬智行，阿里與上汽合資的智能座艙系統		斑馬智行車機系統
cn_230	中國	KEENON Robotics (擎朗智能)	商用服務機器人		送餐機器人
cn_231	中國	Kepler Robotics (開普勒機器人)	人形機器人		先行者 K2
cn_232	中國	Kimi (Moonshot AI)	月之暗面，長文本與智能體大模型	研發長上下文與智能體大模型，面向個人提供 Kimi 助手，面向開發者按 token 收費提供 API，旗艦模型開放權重。	Kimi 助手；Kimi K2 開放權重模型
cn_233	中國	Kling AI	快手旗下視頻生成	快手旗下視頻生成產品，向個人按會員、向企業按 API 收費，是國內收入最高的視頻生成產品之一。	可靈（Kling）視頻模型
cn_234	中國	Kuaishou Technology	快手，短視頻平台，自研可靈與快意模型	快手，短視頻與直播平台，收入來自廣告、直播打賞和電商；可靈視頻生成也單獨收費。	可靈；快意大模型
cn_235	中國	Leju Robotics (樂聚機器人)	人形機器人		夸父（KUAVO）
cn_236	中國	Lenovo	聯想，PC 與服務器，推 AI PC		AI PC；天禧智能體
cn_237	中國	Li Auto	理想汽車，新能源車企，自研 VLA 智駕	理想汽車，賣增程與純電 SUV，自研智駕（VLA 模型）和座艙系統。	理想 i 系列；MindVLA
cn_238	中國	LimX Dynamics (靈犀機器人)	逐際動力，足式與人形機器人	逐際動力，研發足式與人形機器人及運動控制算法，主要賣給科研與開發者。	TRON 1；Oli 人形
cn_239	中國	MagicLab	人形機器人		MagicBot
cn_24	中國	Baoshan Iron Steel Co Ltd	寶鋼股份，鋼鐵央企，AI 用於煉鋼與質檢		鋼鐵工業大模型應用
cn_240	中國	Maxvision Technology Co Ltd	智能安防		
cn_241	中國	MCC Jingcheng Digital Technology Beijing	中冶京誠數字科技		
cn_242	中國	Mech-Mind Robotics (梅卡曼德機器人)	3D 視覺與機器人智能	賣 3D 視覺相機和機器人視覺軟件，讓工業機械臂能識別和抓取物體。	Mech-Eye 相機
cn_243	中國	MEGVII (曠視)	曠視科技，計算機視覺	計算機視覺公司，收入來自城市物聯網（安防）和供應鏈物聯網（倉儲自動化），近年收縮並轉向物流與消費電子視覺。	Face++；物流與城市物聯網方案
cn_244	中國	Meitu Inc	美圖，影像軟件與 AI 生成		美圖秀秀；MiracleVision 奇想大模型
cn_245	中國	Meituan	美團，本地生活平台，自研 LongCat 大模型	美團，外賣與到店本地生活平台，AI 用於配送調度，並研發無人機和無人車配送。	LongCat 模型；無人機與無人車配送
cn_246	中國	Metallurgical Automation Res Design Institute	冶金自動化研究設計院		
cn_247	中國	MicroPort MedBot (微創醫療機器人)	手術機器人		圖邁腔鏡手術機器人
cn_248	中國	Midea Group	美的集團，家電與機器人（控股庫卡）	美的，全球最大家電企業之一，控股德國庫卡工業機器人，推進智能工廠。	美的大模型；庫卡工業機器人
cn_251	中國	MINIEYE (小覓智能)	佑駕創新，ADAS 與智駕		iPilot 智駕
cn_252	中國	MiniMax	多模態大模型	自研文本、語音、視頻多模態模型，收入主要來自海外 C 端應用（Talkie 陪伴、海螺視頻）和開放平台 API。	MiniMax-M 系列；海螺視頻；Talkie
cn_253	中國	Mobvoi	出門問問，語音交互與 AIGC		魔音工坊；TicWatch
cn_254	中國	Momenta	智駕算法公司，與多家車企量產合作	為車企提供智駕軟件方案（高速和城市 NOA），按搭載量收費，同時在做 Robotaxi。	Mpilot；Robotaxi
cn_256	中國	Nanjing Silicon Intelligence Technology	硅基智能，數字人		
cn_261	中國	Narwal Robotics (雲鯨智能)	掃拖機器人		雲鯨 J 系列
cn_262	中國	Neolix (新石器)	L4 無人配送車		新石器無人車
cn_263	中國	NetEase	網易，遊戲與互聯網		網易有道子曰大模型；伏羲 AI
cn_264	中國	NEURA Robotics China	德國 NEURA Robotics 中國業務		認知機器人
cn_265	中國	Neusoft Medical Systems Co Ltd	東軟醫療，醫學影像設備		CT、MR 設備
cn_268	中國	NIO	蔚來汽車，新能源車企，自研智駕芯片	蔚來，賣高端電動車並運營換電網絡，自研智駕芯片神璣。	神璣芯片；NOP+ 智駕
cn_269	中國	Noetix Robotics (納米智能)	松延動力，小型人形機器人		N2 人形機器人
cn_27	中國	Beijing Chehejia Automobile Technology	理想汽車的運營主體，新能源車企		理想 L 系列；自研智駕
cn_270	中國	NSFOCUS Technology Group Co Ltd	綠盟科技，網絡安全		風雲衛安全大模型
cn_271	中國	Nuclear Power Operation Res Shanghai Co	核電運行研究院		
cn_272	中國	Nuctech Co Ltd	同方威視，安檢設備		安檢 CT
cn_273	中國	Oceanalpha (雲洲智能)	無人船		無人艇
cn_274	中國	OPPO	智能手機		AndesGPT；ColorOS AI
cn_275	中國	Orbbec	奧比中光，3D 視覺傳感器	奧比中光，賣 3D 視覺傳感器給機器人、支付和消費電子廠商。	3D 相機
cn_276	中國	Origin Quantum Computing Technology Co	本源量子		悟空量子計算機
cn_277	中國	Pci Technology Group Co Ltd	佳都科技，城市交通 AI		
cn_279	中國	Petrochina Co Ltd	中國石油股份		
cn_28	中國	Beijing DP Technology Co Ltd	深勢科技，AI for Science，做分子模擬與藥物、材料研發	深勢科技，提供分子模擬與 AI for Science 平台，客戶是藥企、材料和電池企業。	Hermite 藥物平台；Uni-Mol；Bohrium
cn_280	中國	Ping An	中國平安，保險與金融科技	中國平安，保險與銀行綜合金融集團，AI 用於理賠、客服和互聯網醫療。	平安 AI 客服；醫療 AI
cn_281	中國	Powerchina Zhongnan Eng Corp Ltd	中國電建中南院		
cn_282	中國	PSBC Consumer Finance Co Ltd	郵儲消費金融		
cn_283	中國	Pudu Robotics (普渡科技)	商用服務機器人	賣餐廳送餐機器人和商用清潔機器人，海外收入佔比高。	送餐與清潔機器人
cn_284	中國	QCraft (輕舟智航)	城市 NOA 智駕方案		乘用車智駕
cn_285	中國	Qi An Xin Technology Group Inc	奇安信，網絡安全		安全大模型 Q-GPT
cn_286	中國	Qihoo 360	360 集團，網絡安全與互聯網	360 集團，收入來自互聯網廣告、網絡安全和智能硬件，AI 上推 360 智腦與納米 AI 搜索。	360 智腦；納米 AI 搜索
cn_289	中國	Qiyuan Lab	啟元實驗室		
cn_290	中國	Rainbow UAV Technology Co Ltd	彩虹無人機科技		彩虹系列
cn_291	中國	Reeman (銳曼智能)	服務機器人與底盤		配送機器人
cn_292	中國	Richfit Information Technology Co Ltd	中油瑞飛，中石油 IT		
cn_293	中國	Robint Technology (北京鋼鐵俠科技)	鋼鐵俠科技，人形機器人		ARTROBOT 人形
cn_294	中國	Roborock (石頭科技)	掃地機器人	賣掃地機器人，海外市場佔比高，也在擴展洗衣機等品類。	石頭掃地機器人
cn_295	中國	RoboSense (速騰聚創)	車載激光雷達龍頭	賣車載激光雷達給車企，也賣給機器人公司，出貨量全球領先。	M 系列激光雷達
cn_296	中國	ROBOTERA (星動紀元)	清華背景人形機器人		星動 L7；靈巧手
cn_297	中國	RockAI (矗石科技)	非 Transformer 架構大模型		Yan 模型
cn_298	中國	ROKAE (珞石機器人)	工業與協作機器人		xMate 協作機器人
cn_299	中國	Roobo / Unisound (儒博/雲知聲)	語音 AI 與醫療 AI		山海大模型
cn_3	中國	AgiBot Data (智元數據)	智元機器人旗下，做具身智能數據採集與數據集	智元機器人旗下，採集真實機器人操作數據並構建開源數據集，用於訓練具身智能模型。	AgiBot World 數據集
cn_30	中國	Beijing ESWIN Computing Technology Co	奕斯偉，半導體與 AI 芯片		RISC-V AI 芯片
cn_301	中國	SAIC GM Wuling Automobile Co Ltd	上汽通用五菱		五菱電動車
cn_302	中國	Sangfor Technology Co Ltd	深信服，網絡安全與雲		安全 GPT
cn_304	中國	SenseTime (商湯科技)	計算機視覺與大模型	從人臉識別起家，現在主要收入來自生成式 AI（大模型訓練與推理的算力服務），另有智能汽車業務絕影。	日日新（SenseNova）大模型；絕影智駕
cn_305	中國	SF Technology	順豐科技，物流 AI		智慧物流系統
cn_306	中國	Shanghai Aerospace Computer Technology Research	航天科技集團計算機研究所		
cn_307	中國	Shanghai Bilibili Technology Co Ltd	嗶哩嗶哩，視頻社區		Index 大模型
cn_308	中國	Shanghai Constr No 4 Group Co Ltd	上海建工四建		
cn_309	中國	Shanghai Electric Group Co Ltd	上海電氣，裝備製造		工業智能裝備
cn_31	中國	Beijing Eyecool Technology Co Ltd	眼神科技，多模態生物識別		虹膜、指紋、人臉識別
cn_310	中國	Shanghai Fourier Intelligence Co Ltd	傅利葉，康復與人形機器人	傅利葉，原本做康復機器人賣給醫院，後延伸到通用人形機器人 GR 系列。	GR-1/GR-2 人形機器人
cn_311	中國	Shanghai Icekredit Information Technology	冰鑑科技，金融風控		風控模型
cn_312	中國	Shanghai Intsig Information Co Ltd	合合信息，文字識別		掃描全能王；名片全能王
cn_319	中國	Shanghai Suiyuan Technology Co Ltd	燧原科技，雲端 AI 訓練與推理芯片		邃思芯片
cn_320	中國	Shanghai Tunnel Eng Co Ltd	上海隧道股份		
cn_321	中國	Shanghai Wuwen Xinqiong Intelligent Technology	無問芯穹，異構算力調度與推理優化		Infini-AI 平台
cn_326	中國	Shannon AI	香儂科技，NLP 與金融 AI		金融信息抽取
cn_328	中國	Shenlan Automobile Technology Co Ltd	深藍汽車，長安旗下		深藍 SL03
cn_33	中國	Beijing Hisign Technology Co Ltd	海鑫科技，公安刑偵生物識別		指紋、人像比對系統
cn_331	中國	Shenzhen Guochuang Embodied Artificial	國家地方共建具身智能機器人創新中心		
cn_333	中國	Shenzhen LUSTER Technology Co Ltd	凌雲光，機器視覺		
cn_335	中國	Shenzhen Oritek Semiconductor Co Ltd	芯片設計		
cn_336	中國	Shenzhen Power Supply Co Ltd	深圳供電局（南方電網）		
cn_337	中國	Shenzhen Qianhai Webank Co Ltd	微眾銀行，數字銀行，聯邦學習		FATE 聯邦學習框架
cn_338	中國	Shenzhen Reexen Technology Co Ltd	存算一體芯片		
cn_341	中國	Shenzhen Topstar Robot (深圳拓斯達)	拓斯達，工業機器人與自動化		多關節機器人
cn_342	中國	Shenzhen Ugreen Group Ltd	綠聯，消費電子配件		NAS
cn_343	中國	Shenzhen UnitX Technology Co Ltd	工業 AI 視覺質檢		
cn_344	中國	Shenzhen Urban Transport Planning Design	深圳交通規劃設計院		
cn_345	中國	Shenzhen Xgrids Innovation Technology Co	其域創新，三維空間掃描		
cn_346	中國	Shenzhen Zhuoyu Technology Co Ltd	卓馭科技，原大疆車載，智駕方案		成行平台
cn_347	中國	Shukun Technology Co Ltd	數坤科技，醫學影像 AI		數字人體 CT 分析
cn_348	中國	Sichuan Changhong Electronic Holding Group	長虹，家電與電子		
cn_349	中國	SmartMore (思謀科技)	工業 AI 視覺		SMore ViMo
cn_350	中國	Stardust Intelligent (星塵智能)	AI 家務機器人		Astribot S1
cn_351	中國	StepFun	階躍星辰，多模態大模型	階躍星辰，研發多模態大模型，主要通過開放平台 API 和與手機、汽車廠商的合作落地。	Step 系列模型
cn_352	中國	Supcon Technology Co Ltd	中控技術，流程工業自動化		TPT 工業大模型
cn_356	中國	Syrius Robotics (炬星科技)	倉儲 AMR		揀貨機器人
cn_357	中國	TAL Education Group	好未來，教育科技		九章大模型；學習機
cn_358	中國	TCL	家電與顯示		TCL AI 電視
cn_359	中國	Tencent	騰訊，社交與遊戲巨頭，自研混元大模型	收入來自遊戲、社交廣告和金融科技與企業服務；AI 上自研混元模型，嵌入微信、元寶和騰訊雲。	混元（Hunyuan）；元寶
cn_36	中國	Beijing Iluvatar Corex Semiconductor	天數智芯，國產通用 GPU		天垓、智鎧 GPGPU
cn_360	中國	Terminus Group (特斯聯)	智慧城市與 AIoT		城市大模型
cn_361	中國	Tiangong AI	崑崙萬維天工 AI		天工 AI 助手；Skywork 模型
cn_363	中國	Tianjin Jinhang Computing Technology Research	航天科工計算技術研究所		
cn_364	中國	Tongfang Knowledge Network Digital Publishing	中國知網		知網 AI
cn_365	中國	Topxgun Nanjing Robotics Co Ltd	拓攻，農業無人機飛控		
cn_366	中國	Transwarp	星環科技，大數據與 AI 平台		無涯大模型
cn_367	中國	Trip.com Group	攜程，在線旅遊		問道旅行大模型
cn_369	中國	Trunk.Tech (主線科技)	自動駕駛卡車		港口與幹線自動駕駛
cn_370	中國	UBTECH Robotics	優必選，人形與教育機器人	優必選，賣人形機器人（Walker S 進入車廠實訓）、教育機器人和服務機器人，長期虧損但營收增長。	Walker S 人形機器人
cn_371	中國	UISEE (馭勢科技)	L4 無人駕駛，機場與廠區物流		無人物流車
cn_372	中國	ULS Robotics (傲鯊智能)	工業外骨骼		外骨骼
cn_374	中國	United Imaging Healthcare	聯影醫療，醫學影像設備	聯影醫療，賣 CT、MR、PET 等醫學影像設備，AI 用於成像加速和輔助診斷。	uAI 智能影像平台
cn_375	中國	Unitree Robotics	宇樹科技，四足與人形機器人	宇樹科技，賣四足機器狗和人形機器人給科研機構、企業和消費者，以低價高性能著稱，是國內出貨量最大的足式機器人公司之一。	Go2、B2 四足；G1、H2 人形
cn_376	中國	Verisilicon Microelectronics Shanghai Co	芯原股份，芯片設計服務與 IP		NPU IP
cn_377	中國	Vita Dynamics (維塔動力)	具身機器人初創		
cn_378	中國	vivo	智能手機		藍心大模型
cn_379	中國	WAYTOUS (慧拓智能)	礦區無人駕駛		礦卡無人駕駛
cn_38	中國	Beijing Jingwei Hirain Technology Co Ltd	經緯恆潤，汽車電子與智能駕駛		ADAS 控制器；測試系統
cn_380	中國	Weilan Robotics (蔚藍智能)	消費級四足機器人		阿爾法機器狗
cn_381	中國	WeRide	文遠知行，L4 自動駕駛	文遠知行，在中國、中東、歐洲運營 Robotaxi、無人小巴和無人環衛車，收入來自車輛銷售與運營服務。	Robotaxi；Robobus
cn_382	中國	Westwell Lab	西井科技，港口自動駕駛		Q-Truck
cn_383	中國	Whale Wave Technology Inc	名稱不明確		
cn_384	中國	White Rhino (白犀牛)	無人配送車		城市無人配送
cn_385	中國	Wind Information	萬得，金融數據終端	萬得，賣金融數據終端訂閱給機構投資者，推出 AI 投研助理。	Wind 終端；Alice 智能助理
cn_386	中國	Winning Health Technology Group Co Ltd	衛寧健康，醫療信息化		WiNGPT
cn_387	中國	WizardQuant	九坤投資，量化私募		量化交易模型
cn_388	中國	Wonders Information Co Ltd	萬達信息，政務醫療信息		
cn_389	中國	Wondershare Technology Hunan Co Ltd	萬興科技，創意軟件		天幕大模型；Filmora
cn_390	中國	Wuhan Kingsoft Office Software Co Ltd	金山辦公		WPS AI
cn_391	中國	Wuhan Landing Intelligence Medical Co	蘭丁智能醫學，病理 AI		
cn_392	中國	Wuhu Automobile Prospective Technology	奇瑞前瞻技術研究		
cn_393	中國	Wuhu Xiongshi Automobile Technology Co	奇瑞雄獅智能座艙		
cn_394	中國	Wuxi Xishang Bank Co Ltd	錫商銀行，民營數字銀行		
cn_395	中國	X Square Robot (叉方科技)	自變量機器人，通用具身大模型		WALL-A 模型
cn_396	中國	Xiamen Chanjing Technology Co Ltd	蟬鏡，數字人視頻		
