cn_11	Ant Group	（無官網）	支付寶母公司，金融科技，自研百靈大模型	模型用在付款送出前幾十毫秒的盜刷判斷，也接手站內查帳單、比保單的問答	面向支付寶上的個人用戶和接入的商戶、金融機構。風控引擎在每筆付款送出前的幾十毫秒內判斷是不是盜刷或洗錢，原本這類問題要事後對帳和用戶申訴才發現；支付寶裡的助手則接手查帳單、比保單、辦理賠這些原本要在各 App 間切換的事。
cn_110	China Petro Chem Corp	（無官網）	中國石化，煉化央企	模型架在公司內網，讓煉廠與化工廠的技術人員直接問工藝規程與安全規定，不對外賣	使用者是煉廠與化工廠的技術人員、生產調度和研發崗。模型部署在公司內網，員工直接問工藝規程怎麼寫、某個裝置異常該查哪幾項、安全規定怎麼判，原本要翻幾百頁紙本規程或打電話問總部技術部門。對外不賣，定位是集團內部的問答平台。
cn_111	China Postal Savings Bank Co Ltd	https://www.psbc.com	郵儲銀行	網點一路鋪到縣城鄉鎮，服務領養老金的長者與務農戶，做代發補助與涉農小額貸款	客戶集中在縣城和鄉鎮：領養老金與低保的長者、務農戶、鄉鎮小微業主，很多人最近的銀行就是郵局櫃台。日常業務是代發補助、小額存單、涉農與個體戶貸款。這些地方原本只有農信社一家可選，辦貸款得託人情，網點密度是它的主要籌碼。
cn_114	China Railway Tunnel Group Co Ltd	（無官網）	中鐵隧道局	山區鐵路與市區地鐵的隧道原本以鑽爆加人工出渣為主，進度慢又怕塌方突水	客戶是鐵路局、地方政府的地鐵公司和公路投資方。接的活是在山裡打鐵路公路隧道、在市區用盾構機推地鐵區間，含突水突泥和軟土地層的處理。這類工程原本以鑽爆加人工出渣為主，進度慢且塌方風險高；自研的盾構和巡檢設備供自家工地使用。
cn_116	China South Ind Group Ordnance Equipment	（無官網）	兵器裝備集團，軍工央企	軍品端供應陸軍的槍械彈藥與夜視瞄準器材，民品端做摩托車和汽車零部件	軍品端的買方是陸軍，供應槍械彈藥和夜視、瞄準鏡等光電器材，按型號接軍方訂單；民品端做嘉陵摩托車和車用零部件，賣給一般消費者與整車廠。過去集團收入主力是長安汽車，該公司已被劃出獨立，剩下的民品規模因此大幅縮小。
cn_117	China State Constr Eng Corp	https://www.cscec.com	中國建築，建築業央企	承包機場航站樓、醫院與高層住宅的整包施工，另用感測器盯工地進度與深基坑位移	業主是地方政府、國企和自家的地產開發項目，接的是機場航站樓、醫院、高層住宅從投標到交付的整包施工。建築智能化是在工地用模型管進度、用感測器盯深基坑位移和塔吊姿態，原本靠工長每天巡場、工人填紙本報表，出問題常是事後才知道。
cn_118	China Telecom Corp Ltd	https://www.chinatelecom-h.com	中國電信，自研星辰大模型	把模型開源讓政府與國企下載到自家伺服器跑，用來寫公文、整理紀要與轉寫方言來電	客戶是規定資料不能出機房的政府單位和國企。模型開源讓對方下載到自家伺服器跑，用來寫公文、整理會議紀要、做方言口音重的來電轉寫，這也是自家 10000 號客服的需求。原本這些單位要嘛不敢用雲端模型，要嘛靠人工聽打與坐席處理。
cn_119	China Unicom	https://www.chinaunicom.com	中國聯通，自研元景大模型	同一套模型切出十億到千億多種尺寸，讓只有幾張卡的省市政務單位也能放進自家機房	賣點是同一套模型切出十億到千億等多種尺寸，讓算力只有幾張卡的地方單位也能私有化部署，不必為了用模型先蓋機房。買的人多是省市政務、能源和交通單位的資訊部門，拿去做公文寫作、政策問答和工單分類，原本這些事靠科室人員手動處理。
cn_121	CHN Energy Investment Group Co Ltd	https://www.ceic.com	國家能源集團，煤電央企	模型只給自家火電廠用，替交易員報次日電價電量，也從振動與溫度判斷機組何時該檢修	使用者是集團火電廠的交易員、檢修班和安環崗。電力市場放開後每天要報次日各時段的電價與電量，原本由交易員憑經驗填表；模型接手預測與報價建議。檢修端則從振動、溫度數據判斷某台機組還能撐多久，取代照固定週期停機大修的做法。
cn_122	Chongqing Changan Automobile Co Ltd	https://www.changan.com.cn	長安汽車，整車與智駕	賣車給一般家庭，合資車靠外方供貨，自主品牌則自己做輔助駕駛與產品定義	買車的是一般家庭。合資板塊靠長安福特、長安馬自達供貨，自主板塊的深藍、啟源和與華為合作的阿維塔則自己定義產品。天樞智駕是自研的輔助駕駛，做高速領航與自動泊車；這類功能原本整套向博世等供應商採購，車廠改不動也拿不到資料。
cn_123	Chongqing Sailisi New Energy Vehicle	https://www.seres.cn	賽力斯，問界汽車製造商	只負責建廠與製造交付三十萬級休旅車，產品定義、座艙智駕和門市通路都讓給合作方	賣的是三十萬到五十萬級的家用休旅車，買主多是換車的城市家庭。分工很特別：華為決定車子長什麼樣、做座艙與智駕、用自家門市賣車，賽力斯負責建廠與製造交付。傳統車廠原本自己定義產品和通路，它等於把這兩塊讓出去換取銷量。
cn_124	CISDI Information Technology Co Ltd	（無官網）	中冶賽迪信息技術	鋼廠原本得讓工人守在高溫爐前輪班盯火、憑經驗調參，各工序數據也各留各的	客戶是國內鋼廠的生產與自動化部門。做的事是把高爐、轉爐、軋線的控制系統和生產數據匯到一個平台，操作員坐在集控中心遠端下指令。原本要在爐前高溫崗位輪班盯火、憑經驗調參，各工序數據各自留在自己的系統裡，出鋼品質波動很難追。
cn_125	CloudMinds (達闥科技)	（無官網）	雲端機器人與人形機器人	銀行網點與展館的導覽接待原本得派專人輪班，機器人本體算力又撐不起複雜對話	賣服務型與人形機器人給銀行網點、展館和養老機構做導覽、接待與陪伴。設計上機器人本體只負責感知與動作，對話和決策放在雲端，靠專屬網路連回，網路一斷機器就不太能動。近年陷入欠薪與資金斷鏈，業務大幅收縮，交付與售後都受影響。
cn_126	CloudWalk Technology (雲從科技)	https://www.cloudwalk.cn	計算機視覺與人機協同	機場安檢靠人肉眼比對證件照，警方要找一個人得調監控一段段看，一個案子幾十小時	客戶是銀行、機場和公安。實際場景是機場安檢口刷臉核對身分證件、銀行櫃台開戶時比對本人與證件照、警方在監控影像裡檢索特定人出現的時間地點。原本靠安檢員肉眼比對證件、民警調錄影一段段看，一個案子要看上幾十小時。
cn_127	COMAC	https://www.comac.cc	中國商飛，民用客機制造	國內幹線客機原本全數向波音空巴採購，交機排期與機隊擴充受制於人	客戶是國內三大航空公司，飛機交付後排進正班航線載客。它負責整機總體設計、機體結構和總裝，發動機、航電這些關鍵系統仍向國外供應商採購。國內幹線客機原本全數向波音、空巴採購，現在的瓶頸不在有沒有飛機，而在月產能和供應鏈交期。
cn_128	CRCC Zhongtie Robot (中鐵機器人)	（無官網）	中國鐵建機器人業務		
cn_129	CRRC Times Robot (中車時代機器人)	（無官網）	中車旗下，軌道交通巡檢機器人	檢修工拿手電筒鑽進地溝抬頭看車底螺栓管線，一列車數十分鐘還容易漏看	使用者是地鐵公司和鐵路局的車輛段檢修工。列車回庫後原本要檢修工拿手電筒鑽進地溝，一輛一輛抬頭看車底的螺栓、閘瓦、管線有沒有鬆脫漏油，一列車要數十分鐘還容易漏看。機器人沿固定路線自動走位拍照，比對後只把異常點推給人覆核。
cn_13	Aqrose Technology (阿丘科技)	https://www.aqrose.com	工業 AI 視覺檢測	產線末端排一排目檢員拿放大鏡看刮傷漏焊，看久眼睛疲勞，標準人人不同	客戶是 3C、汽車零部件和半導體封裝廠的品質部門。原本產線末端得排一排目檢員拿放大鏡看刮傷、漏焊、崩邊，看久了眼睛疲勞，每個人的判定標準不一樣。AIDI 讓廠內工程師不寫程式就能標註缺陷樣本、訓練模型，接上相機當場判定良莠。
cn_130	CSSC Zhihai Innovation Res Inst Co Ltd	（無官網）	中國船舶集團智能創新研究院		
cn_131	Cyborg Robotics (賽博機器人)	（無官網）	機器人初創		
cn_132	Dataa Robotics (達達機器人)	（無官網）	疑為達闥科技相關實體，雲端機器人		
cn_133	DataMesh (數邁科技)	https://www.datamesh.com	數字孿生與混合現實	設備拆裝靠紙本手冊配老師傅現場帶，新人要好幾個月才敢動手	客戶是製造業的設備維護與訓練部門。做法是把設備三維模型、即時運轉數據和拆裝步驟串起來，維修員戴上頭顯後，箭頭和零件編號直接疊在眼前的機台上，一步步指到該拆哪顆螺絲。原本靠紙本手冊配老師傅現場帶，新人要好幾個月才敢動手。
cn_134	DeepBlue Technology	https://www.deepblueai.com	深蘭科技，AI 機器人與自動駕駛小車	園區裡的接駁與政務大廳的迎賓接待原本都得派專人輪班守著	買單的幾乎都是地方政府和產業園區，買的是示範項目而不是量產設備：無人公交在園區固定路線繞行、服務機器人擺在政務大廳或商場接待。曾在多地簽下大額投資協議但實際落地有限，近年業務明顯收縮，多數產品線停留在展示與試點階段。
cn_135	DeepGlint	https://www.deepglint.com	格靈深瞳，計算機視覺	監控室值班人員盯牆上幾十路畫面，翻越軌道或排隊過長多半事後才調錄影	客戶是銀行網點、軌道交通和體育場館。做的事是從既有監控影像裡自動找出該注意的畫面：有人翻越軌道、櫃台前排隊過長、學生體測動作是否達標。原本監控室值班人員得盯著牆上幾十路畫面，多半是出事之後才回頭調錄影，事前預警做不到。
cn_136	DeepMirror	（無官網）	深度鏡像類計算機視覺企業		
cn_137	DeepRobotics	（無官網）	雲深處科技，四足與人形機器人	變電站與管廊巡檢得每天走一趟測溫抄表，夜間和高壓區域沒人願意進	客戶是變電站、隧道管廊和應急救援單位的巡檢班組。原本運維人員每天得走一趟站區，拿紅外測溫槍量設備接點溫度、抄表、聽有無異響，夜間和高壓區域更不願意進。四足機器狗能上下樓梯跨越電纜溝，照固定路線自己走完並回傳照片與測溫值。
cn_138	DeepRoute.ai	（無官網）	元戎啟行，城市智駕方案	車企想開通城市智駕，得自建數百人團隊，或只能在有高精地圖的路段用	客戶是車企的智駕部門，賣的是整套城市輔助駕駛方案，包含感知演算法和量產標定，長城等車廠已裝車出貨。它不依賴高精地圖，用一般導航圖加即時感知就能開。原本車企要嘛自建數百人演算法團隊，要嘛只能在有高精地圖的路段開通功能。
cn_139	DeepSeek	（無官網）	深度求索，幻方量化孵化，基礎大模型	模型權重公開讓人下載回去自己跑，企業資料不必送出機房，一般人也有免費問答程式可用	一邊是把模型接進自家產品的開發者與企業，一邊是用免費 App 查資料寫程式的一般人。開放權重是關鍵差別：企業可把模型下載到自己機房跑，資料不出門也不必按量付錢給雲端廠商。原本同級模型只能透過國外 API 呼叫，不給自行部署。
cn_14	Athena Eyes Technology Co Ltd	（無官網）	雅典娜/金融身份認證視覺 AI		
cn_140	DeepWay (深向科技)	https://deepway.com	百度孵化，電動智能重卡	幹線長途由兩名司機輪班開柴油重卡，油費人力佔成本大半，司機又難招	客戶是跑幹線的大宗貨運與快遞車隊。原本這類長途線由兩名司機輪班開柴油重卡，油費和人力占運營成本大半，司機又難招。星辰是自研平台的純電重卡，靠換電補能並帶 L3 輔助駕駛，除了整車販售，也以運力形式按趟承接運輸。
cn_141	DexForce (力策科技)	https://www.dexforce.com	3D 視覺與具身智能	零件得先用治具一顆顆排整齊機械臂才抓得到，換個料號就要重做治具	客戶是工廠的上下料與分揀工站。賣 3D 視覺傳感器加上機器人的抓取模型，讓機械臂能從雜亂堆放的料框裡認出零件的位置與姿態再伸手去拿。原本得先用治具把零件一顆顆排整齊，機械臂照固定座標抓，換個料號就要重做治具和重新示教。
cn_142	DiDi	https://www.didiglobal.com	滴滴出行，網約車平台，佈局自動駕駛	叫車乘客與接單司機都在平台上，派單定價後從車資抽成，另有貨運與拉美業務	兩邊的使用者是叫車乘客和接單司機，平台負責派單、定價並從車資抽成，另有貨運和拉美業務。原本叫車靠路邊攔或打電話給車行調度，尖峰時段等不到車也無從得知司機在哪。自動駕駛車隊目前只在部分城市的指定區域開放叫車，仍屬試運營。
cn_143	Digital China	https://www.digitalchina.com	神州數碼，IT 分銷與雲服務	替企業代理硬體、轉售公有雲資源並管帳單續約，毛利極薄靠量撐	客戶是企業的 IT 採購與資訊部門。主業是代理華為、戴爾等品牌硬體並轉售公有雲資源，幫企業開通帳號、管多雲帳單與續約，毛利極薄靠量撐。神州問學則讓企業把不同來源的模型、算力和資料接進同一介面。原本企業得分別跟各原廠議價對接。
cn_144	DJI	https://www.dji.com	大疆，消費與行業無人機全球龍頭	無人機從拍片的一般用戶賣到農戶噴藥、測繪出圖與電力橋梁巡檢，車載業務已拆出	消費端賣給拍片的一般用戶，行業端才是重點：農戶用植保機噴藥，原本得背噴霧器在田裡走一整天；測繪隊用無人機拍完一片地再出圖，原本靠人扛全站儀跑點；電力和橋梁巡檢原本要工人爬塔或吊繩靠近看。車載業務拆出卓馭，做量產輔助駕駛。
cn_145	DOBOT (越疆科技)	https://www.dobot-robots.com	協作機器人與人形機器人	工業機械臂得關在圍欄裡由專人示教，小批量多換線的產線攤不平調試成本	買家分兩種：職校和大學實驗室買機械臂當教具，3C 與汽車零部件廠買來做上下料、鎖螺絲、貼標。協作機器人不必圍安全柵欄，可以直接擺在作業員旁邊。原本工業機械臂得關在圍欄裡、由專人示教，小批量多換線的產線攤不平調試成本。
cn_146	Dongfeng Autonomous (東風自動駕駛)	（無官網）	東風汽車旗下自動駕駛業務	園區接駁與港口礦區的固定短途運輸得配專職司機，班次受人力限制	不對外獨立賣方案，成果裝在東風自家車上。在武漢等示範區投放無人接駁小巴和物流車，載社區居民或在園區內送貨，車上仍配安全員；另在港口、礦區這類封閉場景做無人重卡。原本這些固定路線的短途運輸得配專職司機，班次受人力限制。
cn_147	Dreame Technology (追覓科技)	https://www.dreametech.com	掃地機器人與高速電機	掃完地還得彎腰倒塵盒、用手搓洗髒拖布，家裡的清潔活仍佔掉不少時間	賣給一般家庭。掃地機回到基座會自動倒塵、洗烘拖布，原本得彎腰倒塵盒、用手搓洗髒拖布。核心零件是自研的高速馬達，同一套技術延伸到吹風機、洗地機和割草機器人。已脫離小米生態鏈改走自有品牌，多數營收來自海外自建的通路。
cn_148	DroidUp	（無官網）	人形機器人初創公司		
cn_149	Ecovacs Robotics (科沃斯機器人)	https://www.ecovacs.com	掃地機器人龍頭	家裡的掃地拖地、廚房油污與寵物打翻的液體，原本靠拖把抹布反覆換水	賣給一般家庭。地寶掃地機負責日常掃地拖地與自動集塵，添可品牌的洗地機處理廚房油污和寵物打翻的液體，原本這些得靠拖把和抹布反覆換水。早期做吸塵器代工，累積的是供應鏈與量產能力，現在兩個品牌都把海外零售通路當成主要增長來源。
cn_15	Autel Robotics Co Ltd	https://www.autelrobotics.cn	道通智能，消費及工業無人機	夜間搜救與輸電線路、橋梁底面的巡檢，原本得出動直升機或讓工人爬塔	主要市場在歐美，買方是警消與公共安全部門、電力和基建的巡檢隊，美國對大疆的採購限制讓它拿到政府單位的份額。熱像機型用來在夜間搜尋失蹤者、在火場找出暗火點，巡檢機型拍輸電線路和橋梁底面。這些事原本要出動直升機或讓工人爬塔。
cn_150	Emotibot (竹間智能)	（無官網）	情感計算與企業對話 AI	客服通話質檢由人抽聽百分之幾的錄音打分，多數通話根本沒人聽過	客戶是金融、電信和政府單位的客服中心與品質管理部門。對話機器人接第一線重複問答，情緒識別標出哪幾通電話客戶明顯不滿；通話質檢原本由質檢員抽聽百分之幾的錄音打分，多數通話沒人聽過。近年傳出停工與欠薪，交付與維運已不穩定。
cn_151	EngineAI	https://www.engineai.com.cn	眾擎機器人，人形機器人	想做人形應用的團隊要嘛自己從馬達做起，要嘛買進口平台拿不到底層權限	買家是科研機構、高校實驗室和做應用的二次開發商，買整機本體加開發平台，上層演算法自己寫。關節模組、電機到整機都自研，賣的是可以直接跑動態動作的硬體底座。原本這類團隊要嘛自己從馬達做起，要嘛買進口平台但拿不到底層控制權限。
cn_152	Envision Energy	https://www.envision-group.com	遠景能源，風電與儲能，AI 用於能源管理	賣風機與儲能系統給電場業主，再把設備連上平台，判斷哪台該提前停機、何時充放划算	客戶是風電場業主和工商業儲能用戶，賣風機與儲能系統，再用 EnOS 把設備連起來。平台判斷哪台風機振動異常該提前停機、儲能在哪個時段充放最划算。原本風場靠現場值班員抄表、等廠商定期巡檢，故障多半是葉片損壞或機組停機才發現。
cn_153	EVE Energy Co Ltd	https://www.evebattery.com	億緯鋰能，鋰電池製造	電芯賣給電動車廠與儲能集成商，另做電錶、路側設備用的鋰原電池，裝上去十年不換	客戶分三塊：電動車廠買動力電芯，電網和工商業儲能集成商買儲能電芯，另一塊是電錶、ETC 和物聯網設備用的鋰原電池，這類裝置要求裝上去十年不換電池。特斯拉、寶馬都在名單上，並在馬來西亞、匈牙利和美國設廠就近供貨給當地客戶。
cn_154	FABU Technology (法布科技)	https://www.fabu.ai	自動駕駛與港口無人運輸	碼頭貨櫃在堆場與岸橋間的轉運由司機三班輪值，夜班與惡劣天氣最難排人	客戶是港口集團的營運部門。無人集卡在碼頭固定路線上跑：到岸橋下接櫃、按調度系統指派順序把貨櫃送到堆場、和場橋對位放下，全程不進公共道路。原本這段是司機三班輪值開集卡，夜班與惡劣天氣最難排人。收費按車隊規模與系統授權計。
cn_155	FAW Nanjing Technology Dev Co Ltd	（無官網）	一汽南京研發中心，智能網聯		
cn_158	ForwardX Robotics (前向啟創)	https://www.forwardx.com	倉儲物流 AMR 機器人	揀貨員推著料車走完整趟，一天多數時間花在走路上，人力只能隨單量加	客戶是電商倉庫與製造廠的物流主管。機器人靠攝影機認環境，跟在揀貨員身邊，人揀完一格它自己開到下一個貨位或送去打包區，調度系統決定誰先走哪條通道。原本揀貨員得推著料車走完整趟，一天多數時間花在走路上。
cn_159	Foxconn Industrial Internet	https://www.fii-foxconn.com	工業富聯，電子製造與 AI 服務器	雲服務商要的是整櫃通電驗好的伺服器，原本得分頭採購零組件再找人組裝測試	客戶是輝達與雲服務商。接的是 AI 伺服器整機與整櫃的組裝測試：把 GPU 模組、交換機、電源與液冷管路裝進機櫃，通電燒機驗完整櫃出貨到資料中心。原本雲廠得分頭採購零組件再找人組裝。燈塔工廠指自有產線上以機器視覺取代目檢的部分。
cn_16	Autohome Inc	https://www.autohome.com.cn	汽車之家，汽車資訊與交易平台	經銷商原本只能靠展廳來客登記和電話陌生開發，才知道誰正在看車、詢過底價	付錢的是車企市場部與 4S 經銷商。車企買新車上市的曝光位，經銷商按月訂閱店鋪頁並買潛在買家的聯絡線索——誰看了哪款車、詢過底價，名單就派給銷售去跟。原本這些名單靠展廳來客登記和電話陌生開發。另經營二手車平台 che168。
cn_160	Galbot	https://www.galbot.com	銀河通用，通用具身機器人	無人店只能靠格子櫃與彈簧貨道，商品擺放受限，補貨上架仍得店員來做	目前落地在無人藥店與零售店：顧客下單後，輪式雙臂機器人從貨架上認出那盒藥或那瓶飲料、抓下來放到取貨口，也負責補貨上架。原本這是店員的工作，無人店則只能靠格子櫃與彈簧貨道，商品擺放受限。訓練資料以模擬環境合成為主。
cn_161	Gaussian Robotics	https://www.gs-robot.com	高仙機器人，商用清潔機器人	商場中庭與航站樓大廳的洗地吸塵，原本是清潔工推著洗地機一趟趟走完	買家是物業公司、機場與商場的保潔承包商。機器人在離峰時段自己跑商場中庭、航站樓大廳，邊走邊洗地吸塵、避開行人，水髒了回補水站。管理平台讓主管在後台看每台今天洗了多少平方米。原本這段是清潔工推著洗地機一趟趟走完。
cn_162	Geek+ PopPick (極智嘉PopPick)	https://www.geekplus.com	極智嘉，倉儲物流機器人	揀貨員推車在幾千平方米倉庫裡走位找貨，走路佔掉大半工時，旺季只能加人	客戶是電商與零售的倉庫。PopPick 讓揀貨員固定站在工作站不動，機器人把整座貨架搬過來、再用機構取下指定料箱送到手邊，揀完送回原位。原本揀貨員推車在幾千平方米倉庫裡走位找貨，走路佔掉大半工時，旺季只能靠加人。
cn_163	Geely	https://www.geely.com	吉利汽車集團，整車與智駕	賣車給消費者，把智駕與座艙收攏成集團共用平台，按算力分級鋪到各品牌不同價位車型	賣車給消費者，另把智駕與座艙研發收攏成集團共用平台：同一套千里浩瀚方案按算力分級，鋪到吉利、領克、極氪、銀河等品牌的不同價位車型，晶片由體系內的芯擎與億咖通供應。原本各品牌各自找供應商談方案，同集團內功能與介面互不相通。
cn_164	Geely Automobile Res Inst Ningbo Co Ltd	（無官網）	吉利汽車研究院	不對外接單，把集團內一款新車從架構選型做到可量產，含耐久碰撞與智駕標定驗收	不對外接單，服務對象是集團內的整車項目。工作是把一款新車從架構選型做到可量產：底盤與車身工程設計、電子電氣架構定義、樣車在杭州灣試驗場跑耐久與碰撞、智駕與座艙軟體在此標定驗收。原本這些環節分散在各品牌與外部供應商手上。
cn_165	Geostar Information Technology Co Ltd	https://www.geostar.com.cn	吉奧信息，GIS	各科室各有一套圖層與資料庫，審批人員要查一塊地的權屬只能人工套圖	客戶是自然資源、規劃與應急管理部門的信息中心。GeoGlobe 用來把衛星影像、地籍界線與規劃圖層疊在一張底圖上，供審批人員查一塊地的權屬與用途管制。原本各科室各有一套圖層與資料庫，跨部門比對得靠人工套圖。
cn_166	Geovis Digital Earth Hefei Co Ltd	（無官網）	中科星圖數字地球	各單位分別買衛星影像、自己做配準切片，疊起來看態勢時還常對不齊	產品是三維數字地球底座，賣給國防、應急管理與自然資源部門。用途是把衛星影像、地形、氣象與目標資料疊在同一個球上，供值班人員查某片區域此刻的態勢、比對不同時間的影像差異。原本各單位分別買影像、自己做配準切片，圖還常對不齊。
cn_167	Geovis Weitianxin Technology Co Ltd	https://www.etapes.com.cn	中科星圖相關	機場要跑道的風切雷雨、電網要覆冰預警，公開預報的尺度粗到用不上	客戶是氣象局、機場、電網與農業經營主體。做的是把數值預報加工成客戶用得上的東西：機場要跑道未來幾小時的風切與雷雨、電網要覆冰與大風預警、農戶要噴藥的窗口。原本企業只能看公開預報，尺度粗到用不上。另提供網格預報 API。
cn_168	Gientech Digital Technology Group Co Ltd	https://www.gientech.com	中電金信，金融科技	跑了十幾年的存貸帳務主機要搬上分佈式，銀行只能靠自有子公司加外包拼	客戶是大型商業銀行的科技部門。典型項目是核心系統重構——把跑了十幾年的存貸帳務主機搬到分佈式架構上，還得保證切換當晚帳目對得上，之後留人駐場做測試與運維。原本銀行靠自有科技子公司加多家外包廠商拼。
cn_169	Global Tone Communication Technology Qin	https://www.gtcom.com.cn	中譯語通，機器翻譯	大量外語新聞與論文原本靠編譯人員逐篇讀、逐篇翻，量一大就只能抽看	客戶多是政府部門、媒體與金融機構。用途是處理外文材料：把大量外語新聞、論文與專利即時譯成中文並做主題與情感分析，供研判人員看一個議題在境外怎麼被談。原本這得靠編譯人員逐篇讀、逐篇翻，量一大就只能抽看。
cn_17	AutoX	（無官網）	L4 級 Robotaxi 自動駕駛公司	在開放道路上載客卻不在車裡放安全員，靠自研的傳感與計算平台，規模化始終沒做到	曾在深圳坪山、上海嘉定與矽谷投放車內無安全員的 Robotaxi，乘客用 App 叫車，車輛靠自研 Gen5 傳感與計算平台在開放道路運行。規模化商業化一直未達成，近年公開動態與車隊運營消息明顯減少。
cn_170	Glodon Co Ltd	https://www.glodon.com	廣聯達，建築數字化軟件	造價員原本拿圖紙逐層逐構件按計算機數鋼筋與門窗，一個項目算好幾週還容易漏項	客戶是施工企業的預算成本部門、設計院與建設方。算量軟體讓造價員把設計圖導進來，自動數出鋼筋、混凝土與門窗的數量，再套定額與市場價出一份投標報價。原本這是拿圖紙用計算機逐層逐構件手工數，一個項目要算好幾週且容易漏項。
cn_171	GoLaxy Data Technology Inc	https://www.golaxy.cn	中科天璣，大數據輿情	輿情原本靠人輪班盯網頁、手工剪貼做簡報，同一事件的傳播路徑看不出來	客戶是宣傳、網信、公安等部門與媒體機構。輿情系統持續抓網頁、社群與短影音內容，把同一事件的討論聚成專題、標出傳播路徑與情緒轉折，值班人員早上打開就有摘要與預警。原本這靠人輪班盯網頁、手工剪貼做簡報。
