cn_132	Dataa Robotics (達達機器人)	疑為達闥科技相關實體，雲端機器人	
cn_133	DataMesh (數邁科技)	數字孿生與混合現實	客戶是製造業的設備維護與訓練部門。做法是把設備三維模型、即時運轉數據和拆裝步驟串起來，維修員戴上頭顯後，箭頭和零件編號直接疊在眼前的機台上，一步步指到該拆哪顆螺絲。原本靠紙本手冊配老師傅現場帶，新人要好幾個月才敢動手。
cn_134	DeepBlue Technology	深蘭科技，AI 機器人與自動駕駛小車	買單的幾乎都是地方政府和產業園區，買的是示範項目而不是量產設備：無人公交在園區固定路線繞行、服務機器人擺在政務大廳或商場接待。曾在多地簽下大額投資協議但實際落地有限，近年業務明顯收縮，多數產品線停留在展示與試點階段。
cn_135	DeepGlint	格靈深瞳，計算機視覺	客戶是銀行網點、軌道交通和體育場館。做的事是從既有監控影像裡自動找出該注意的畫面：有人翻越軌道、櫃台前排隊過長、學生體測動作是否達標。原本監控室值班人員得盯著牆上幾十路畫面，多半是出事之後才回頭調錄影，事前預警做不到。
cn_136	DeepMirror	深度鏡像類計算機視覺企業	
cn_137	DeepRobotics	雲深處科技，四足與人形機器人	客戶是變電站、隧道管廊和應急救援單位的巡檢班組。原本運維人員每天得走一趟站區，拿紅外測溫槍量設備接點溫度、抄表、聽有無異響，夜間和高壓區域更不願意進。四足機器狗能上下樓梯跨越電纜溝，照固定路線自己走完並回傳照片與測溫值。
cn_138	DeepRoute.ai	元戎啟行，城市智駕方案	客戶是車企的智駕部門，賣的是整套城市輔助駕駛方案，包含感知演算法和量產標定，長城等車廠已裝車出貨。它不依賴高精地圖，用一般導航圖加即時感知就能開。原本車企要嘛自建數百人演算法團隊，要嘛只能在有高精地圖的路段開通功能。
cn_139	DeepSeek	深度求索，幻方量化孵化，基礎大模型	一邊是把模型接進自家產品的開發者與企業，一邊是用免費 App 查資料寫程式的一般人。開放權重是關鍵差別：企業可把模型下載到自己機房跑，資料不出門也不必按量付錢給雲端廠商。原本同級模型只能透過國外 API 呼叫，不給自行部署。
cn_14	Athena Eyes Technology Co Ltd	雅典娜/金融身份認證視覺 AI	
cn_140	DeepWay (深向科技)	百度孵化，電動智能重卡	客戶是跑幹線的大宗貨運與快遞車隊。原本這類長途線由兩名司機輪班開柴油重卡，油費和人力占運營成本大半，司機又難招。星辰是自研平台的純電重卡，靠換電補能並帶 L3 輔助駕駛，除了整車販售，也以運力形式按趟承接運輸。
cn_141	DexForce (力策科技)	3D 視覺與具身智能	客戶是工廠的上下料與分揀工站。賣 3D 視覺傳感器加上機器人的抓取模型，讓機械臂能從雜亂堆放的料框裡認出零件的位置與姿態再伸手去拿。原本得先用治具把零件一顆顆排整齊，機械臂照固定座標抓，換個料號就要重做治具和重新示教。
cn_142	DiDi	滴滴出行，網約車平台，佈局自動駕駛	兩邊的使用者是叫車乘客和接單司機，平台負責派單、定價並從車資抽成，另有貨運和拉美業務。原本叫車靠路邊攔或打電話給車行調度，尖峰時段等不到車也無從得知司機在哪。自動駕駛車隊目前只在部分城市的指定區域開放叫車，仍屬試運營。
cn_143	Digital China	神州數碼，IT 分銷與雲服務	客戶是企業的 IT 採購與資訊部門。主業是代理華為、戴爾等品牌硬體並轉售公有雲資源，幫企業開通帳號、管多雲帳單與續約，毛利極薄靠量撐。神州問學則讓企業把不同來源的模型、算力和資料接進同一介面。原本企業得分別跟各原廠議價對接。
cn_144	DJI	大疆，消費與行業無人機全球龍頭	消費端賣給拍片的一般用戶，行業端才是重點：農戶用植保機噴藥，原本得背噴霧器在田裡走一整天；測繪隊用無人機拍完一片地再出圖，原本靠人扛全站儀跑點；電力和橋梁巡檢原本要工人爬塔或吊繩靠近看。車載業務拆出卓馭，做量產輔助駕駛。
cn_145	DOBOT (越疆科技)	協作機器人與人形機器人	買家分兩種：職校和大學實驗室買機械臂當教具，3C 與汽車零部件廠買來做上下料、鎖螺絲、貼標。協作機器人不必圍安全柵欄，可以直接擺在作業員旁邊。原本工業機械臂得關在圍欄裡、由專人示教，小批量多換線的產線攤不平調試成本。
cn_146	Dongfeng Autonomous (東風自動駕駛)	東風汽車旗下自動駕駛業務	不對外獨立賣方案，成果裝在東風自家車上。在武漢等示範區投放無人接駁小巴和物流車，載社區居民或在園區內送貨，車上仍配安全員；另在港口、礦區這類封閉場景做無人重卡。原本這些固定路線的短途運輸得配專職司機，班次受人力限制。
cn_147	Dreame Technology (追覓科技)	掃地機器人與高速電機	賣給一般家庭。掃地機回到基座會自動倒塵、洗烘拖布，原本得彎腰倒塵盒、用手搓洗髒拖布。核心零件是自研的高速馬達，同一套技術延伸到吹風機、洗地機和割草機器人。已脫離小米生態鏈改走自有品牌，多數營收來自海外自建的通路。
cn_148	DroidUp	人形機器人初創公司	
cn_149	Ecovacs Robotics (科沃斯機器人)	掃地機器人龍頭	賣給一般家庭。地寶掃地機負責日常掃地拖地與自動集塵，添可品牌的洗地機處理廚房油污和寵物打翻的液體，原本這些得靠拖把和抹布反覆換水。早期做吸塵器代工，累積的是供應鏈與量產能力，現在兩個品牌都把海外零售通路當成主要增長來源。
cn_15	Autel Robotics Co Ltd	道通智能，消費及工業無人機	主要市場在歐美，買方是警消與公共安全部門、電力和基建的巡檢隊，美國對大疆的採購限制讓它拿到政府單位的份額。熱像機型用來在夜間搜尋失蹤者、在火場找出暗火點，巡檢機型拍輸電線路和橋梁底面。這些事原本要出動直升機或讓工人爬塔。
cn_150	Emotibot (竹間智能)	情感計算與企業對話 AI	客戶是金融、電信和政府單位的客服中心與品質管理部門。對話機器人接第一線重複問答，情緒識別標出哪幾通電話客戶明顯不滿；通話質檢原本由質檢員抽聽百分之幾的錄音打分，多數通話沒人聽過。近年傳出停工與欠薪，交付與維運已不穩定。
cn_151	EngineAI	眾擎機器人，人形機器人	買家是科研機構、高校實驗室和做應用的二次開發商，買整機本體加開發平台，上層演算法自己寫。關節模組、電機到整機都自研，賣的是可以直接跑動態動作的硬體底座。原本這類團隊要嘛自己從馬達做起，要嘛買進口平台但拿不到底層控制權限。
cn_152	Envision Energy	遠景能源，風電與儲能，AI 用於能源管理	客戶是風電場業主和工商業儲能用戶，賣風機與儲能系統，再用 EnOS 把設備連起來。平台判斷哪台風機振動異常該提前停機、儲能在哪個時段充放最划算。原本風場靠現場值班員抄表、等廠商定期巡檢，故障多半是葉片損壞或機組停機才發現。
cn_153	EVE Energy Co Ltd	億緯鋰能，鋰電池製造	客戶分三塊：電動車廠買動力電芯，電網和工商業儲能集成商買儲能電芯，另一塊是電錶、ETC 和物聯網設備用的鋰原電池，這類裝置要求裝上去十年不換電池。特斯拉、寶馬都在名單上，並在馬來西亞、匈牙利和美國設廠就近供貨給當地客戶。
cn_154	FABU Technology (法布科技)	自動駕駛與港口無人運輸	客戶是港口集團的營運部門。無人集卡在碼頭固定路線上跑：到岸橋下接櫃、按調度系統指派順序把貨櫃送到堆場、和場橋對位放下，全程不進公共道路。原本這段是司機三班輪值開集卡，夜班與惡劣天氣最難排人。收費按車隊規模與系統授權計。
cn_155	FAW Nanjing Technology Dev Co Ltd	一汽南京研發中心，智能網聯	
cn_158	ForwardX Robotics (前向啟創)	倉儲物流 AMR 機器人	客戶是電商倉庫與製造廠的物流主管。機器人靠攝影機認環境，跟在揀貨員身邊，人揀完一格它自己開到下一個貨位或送去打包區，調度系統決定誰先走哪條通道。原本揀貨員得推著料車走完整趟，一天多數時間花在走路上。
cn_159	Foxconn Industrial Internet	工業富聯，電子製造與 AI 服務器	客戶是輝達與雲服務商。接的是 AI 伺服器整機與整櫃的組裝測試：把 GPU 模組、交換機、電源與液冷管路裝進機櫃，通電燒機驗完整櫃出貨到資料中心。原本雲廠得分頭採購零組件再找人組裝。燈塔工廠指自有產線上以機器視覺取代目檢的部分。
cn_16	Autohome Inc	汽車之家，汽車資訊與交易平台	付錢的是車企市場部與 4S 經銷商。車企買新車上市的曝光位，經銷商按月訂閱店鋪頁並買潛在買家的聯絡線索——誰看了哪款車、詢過底價，名單就派給銷售去跟。原本這些名單靠展廳來客登記和電話陌生開發。另經營二手車平台 che168。
cn_160	Galbot	銀河通用，通用具身機器人	目前落地在無人藥店與零售店：顧客下單後，輪式雙臂機器人從貨架上認出那盒藥或那瓶飲料、抓下來放到取貨口，也負責補貨上架。原本這是店員的工作，無人店則只能靠格子櫃與彈簧貨道，商品擺放受限。訓練資料以模擬環境合成為主。
cn_161	Gaussian Robotics	高仙機器人，商用清潔機器人	買家是物業公司、機場與商場的保潔承包商。機器人在離峰時段自己跑商場中庭、航站樓大廳，邊走邊洗地吸塵、避開行人，水髒了回補水站。管理平台讓主管在後台看每台今天洗了多少平方米。原本這段是清潔工推著洗地機一趟趟走完。
cn_162	Geek+ PopPick (極智嘉PopPick)	極智嘉，倉儲物流機器人	客戶是電商與零售的倉庫。PopPick 讓揀貨員固定站在工作站不動，機器人把整座貨架搬過來、再用機構取下指定料箱送到手邊，揀完送回原位。原本揀貨員推車在幾千平方米倉庫裡走位找貨，走路佔掉大半工時，旺季只能靠加人。
cn_163	Geely	吉利汽車集團，整車與智駕	賣車給消費者，另把智駕與座艙研發收攏成集團共用平台：同一套千里浩瀚方案按算力分級，鋪到吉利、領克、極氪、銀河等品牌的不同價位車型，晶片由體系內的芯擎與億咖通供應。原本各品牌各自找供應商談方案，同集團內功能與介面互不相通。
cn_164	Geely Automobile Res Inst Ningbo Co Ltd	吉利汽車研究院	不對外接單，服務對象是集團內的整車項目。工作是把一款新車從架構選型做到可量產：底盤與車身工程設計、電子電氣架構定義、樣車在杭州灣試驗場跑耐久與碰撞、智駕與座艙軟體在此標定驗收。原本這些環節分散在各品牌與外部供應商手上。
cn_165	Geostar Information Technology Co Ltd	吉奧信息，GIS	客戶是自然資源、規劃與應急管理部門的信息中心。GeoGlobe 用來把衛星影像、地籍界線與規劃圖層疊在一張底圖上，供審批人員查一塊地的權屬與用途管制。原本各科室各有一套圖層與資料庫，跨部門比對得靠人工套圖。
cn_166	Geovis Digital Earth Hefei Co Ltd	中科星圖數字地球	產品是三維數字地球底座，賣給國防、應急管理與自然資源部門。用途是把衛星影像、地形、氣象與目標資料疊在同一個球上，供值班人員查某片區域此刻的態勢、比對不同時間的影像差異。原本各單位分別買影像、自己做配準切片，圖還常對不齊。
cn_167	Geovis Weitianxin Technology Co Ltd	中科星圖相關	客戶是氣象局、機場、電網與農業經營主體。做的是把數值預報加工成客戶用得上的東西：機場要跑道未來幾小時的風切與雷雨、電網要覆冰與大風預警、農戶要噴藥的窗口。原本企業只能看公開預報，尺度粗到用不上。另提供網格預報 API。
cn_168	Gientech Digital Technology Group Co Ltd	中電金信，金融科技	客戶是大型商業銀行的科技部門。典型項目是核心系統重構——把跑了十幾年的存貸帳務主機搬到分佈式架構上，還得保證切換當晚帳目對得上，之後留人駐場做測試與運維。原本銀行靠自有科技子公司加多家外包廠商拼。
cn_169	Global Tone Communication Technology Qin	中譯語通，機器翻譯	客戶多是政府部門、媒體與金融機構。用途是處理外文材料：把大量外語新聞、論文與專利即時譯成中文並做主題與情感分析，供研判人員看一個議題在境外怎麼被談。原本這得靠編譯人員逐篇讀、逐篇翻，量一大就只能抽看。
cn_17	AutoX	L4 級 Robotaxi 自動駕駛公司	曾在深圳坪山、上海嘉定與矽谷投放車內無安全員的 Robotaxi，乘客用 App 叫車，車輛靠自研 Gen5 傳感與計算平台在開放道路運行。規模化商業化一直未達成，近年公開動態與車隊運營消息明顯減少。
cn_170	Glodon Co Ltd	廣聯達，建築數字化軟件	客戶是施工企業的預算成本部門、設計院與建設方。算量軟體讓造價員把設計圖導進來，自動數出鋼筋、混凝土與門窗的數量，再套定額與市場價出一份投標報價。原本這是拿圖紙用計算機逐層逐構件手工數，一個項目要算好幾週且容易漏項。
cn_171	GoLaxy Data Technology Inc	中科天璣，大數據輿情	客戶是宣傳、網信、公安等部門與媒體機構。輿情系統持續抓網頁、社群與短影音內容，把同一事件的討論聚成專題、標出傳播路徑與情緒轉折，值班人員早上打開就有摘要與預警。原本這靠人輪班盯網頁、手工剪貼做簡報。
cn_173	Great Wall Motor Co Ltd	長城汽車，整車與智駕	賣車給消費者，以 SUV 和皮卡為主，哈弗、魏牌、坦克、歐拉分守不同價位。零部件走體系內自供，電池找蜂巢能源、座椅內飾找諾博；智駕早期由分拆出去的毫末智行供應，後轉自研，Coffee Pilot 做高速與城區領航輔助。
cn_176	Guangzhou Automobile Group Co Ltd	廣汽集團，整車與智駕	賣車給消費者。長期利潤來自廣汽豐田、廣汽本田兩家合資公司，自主品牌是傳祺與埃安；合資銷量下滑後重心移到自主新能源，ADiGO 做埃安車型的輔助駕駛與座艙。另投資如祺出行的 Robotaxi 與飛行汽車等新業務。
cn_177	Guangzhou Quwan Network Technology Co	趣丸網絡（TT 語音）	用戶是手遊玩家。TT 語音解決的是找隊友：進大廳挑一個房間開麥，跟陌生人組隊打王者榮耀或吃雞，房間由房主與陪玩維持秩序。原本玩家只能在遊戲內匹配到不說話的隊友，或去群裡喊人。收入靠增值服務與遊戲聯運發行。
cn_178	Guangzhou Sanqi Jimeng Network Technology	三七互娛相關	三七互娛體系內的遊戲研發公司，產出是手遊，以卡牌、模擬經營與 MMO 為主，做完交由集團的發行體系推向國內與海外。集團以買量發行見長，AI 主要用在批量生成廣告素材與預估投放回報。原本一條素材由美術逐個剪。
cn_179	Guangzhou Sanqi Jiyao Network Technology	三七互娛相關	同屬三七互娛體系的遊戲研發與發行主體，產出手遊並負責上線後的營運：版本更新、活動排期與付費點調整。發行端最吃重的是買量——一款遊戲要在多個渠道投上千條素材、盯回收曲線決定加量或關停。原本這些判斷靠投手逐個渠道手工盯盤。
cn_18	AVIC UAV (中航無人機)	中航工業旗下，大型軍民兩用無人機	客戶是軍方與採購翼龍的境外國防部門。用途是在目標空域盤旋十幾個小時，用光電吊艙持續盯住一片區域，發現目標即以掛載的導彈打擊，操作員在地面站看回傳畫面下令。原本這類任務得派有人偵察機或直升機輪班。
cn_180	Guangzhou Shirui Electronics Co Ltd	視源股份（CVTE）	三條線各有買家：希沃賣給中小學，老師在教室的互動平板上放課件、讓學生上台書寫，配套軟體管備課與課堂答題；MAXHUB 賣給企業會議室做投屏與視訊；電視主控板卡賣給電視整機廠。原本教室是投影機加黑板，換片與書寫得兩邊切。
cn_181	Guangzhou Shiyuan Cvte Artificial Intelligence	視源股份（CVTE）AI 研究院	產出給希沃的教育產品線使用，使用者是中小學老師。模型做的是備課與課堂分析：依教材章節生成教案與習題、把一堂課的錄影轉成師生互動時長與提問類型的報告，供教研組評課。原本教案靠老師自己找資料拼，評課靠聽課人手寫記錄。
cn_182	Guangzhou XAG Technology Co Ltd	極飛科技，農業無人機與機器人	買家是種植大戶與代噴藥的農服組織。無人機按事先畫好的地塊處方圖自動飛，在水稻或小麥田上定高定速噴藥、撒肥與播種，一天能作業數百畝。原本這是人背噴霧器下田，一天幾十畝且直接接觸農藥。另賣農機自動駕駛套件與農田物聯網設備。
cn_183	Guangzhou Xiaopeng Autonomous Driving	小鵬汽車自動駕駛業務	服務對象是小鵬自家車主，不外賣方案。XNGP 做的是設好導航後由車輛自己走完全程：高速上變道超車、進出匝道，城區裡識別紅綠燈、路口左轉、繞開違停車，到目的地再自動泊入車位，駕駛全程手扶方向盤監看。
cn_184	Guanzhou Radio Express Group Co Ltd	廣電運通，金融設備	客戶是銀行的渠道與運營部門。賣 ATM 與清分機：清分機在金庫裡把回收的鈔票逐張過機、驗真偽挑殘幣再捆成扎，ATM 負責網點外的存取現。原本點鈔挑殘幣是櫃員手工做。近年把人證核驗延伸到地鐵閘機與政務自助終端。
cn_185	Guizhou Wujiang Hydropower Dev Co Ltd	烏江水電	運營貴州烏江幹流上的梯級水電站，產出是電，按電網調度指令上網。日常工作是依上游來水與降雨預報決定各級水庫何時蓄水、何時開閘發電——上游多放一點下游才發得出來，汛期還得騰庫容防洪。原本這些靠值班人員按經驗拍板。
cn_186	H3C Artificial Intelligence Technology	新華三 AI 業務	客戶多是已經在用新華三伺服器與網路設備的地方政府、醫院與高校。做法是把模型部署在客戶自己機房裡，資料不出內網，用來回答本單位的規章、辦事流程與案卷問題，或生成公文初稿。原本這些問題得翻紙本文件或打電話問經辦科室。
cn_187	Hai Robotics HAIPICK (海柔HAIPICK)	海柔創新，箱式倉儲機器人	客戶是電商、第三方物流與製造業的倉庫。機器人升到貨架高處，用機械手把指定料箱從格口抽出來，一次帶多箱送到揀選站給人取貨。賣點是沿用倉庫原有貨架往上堆高存量，不必推倒重建。原本高位取箱得開堆高機或另設專用自動倉。
cn_188	Haier Smart Home Co Ltd	海爾智家，家電與智能家居	賣冰箱、洗衣機與空調給家庭，海外靠收購來的 GE Appliances 等品牌出貨。HomeGPT 裝在家電與 App 裡，用戶一句話設定回家場景，或問某種衣物該用哪個洗程，原本得逐台翻說明書按鍵。卡奧斯則賣給中小製造廠做排產。
cn_189	Hangcha Group Co Ltd	杭叉集團，叉車，含無人叉車	買家是製造業與物流倉儲企業的設備部門。主力仍是司機操作的內燃與電動叉車；無人叉車走固定路線，靠激光與現場輪廓導航自己到產線末端取托盤、送去庫區堆高，已用在光伏產線這類節拍穩定的場景。原本這段是司機開叉車兩班倒往返。
cn_19	Axera Semiconductor Co Ltd	愛芯元智，端側 AI 視覺芯片	客戶是安防攝影機與邊緣盒子的模組廠、方案商，以及整車廠的前裝項目。晶片裝在攝影機裡就地把畫面算完——認人臉車牌、數人流、判斷有無闖入，只把結果傳回後端。原本畫面要整路傳到機房伺服器集中分析，頻寬與伺服器成本都壓在後端。
cn_190	Hangzhou Arcvideo Tech Co Ltd	當虹科技，視頻編碼	客戶是電視台與廣電網絡、電信運營商、體育賽事機構和軍工單位。做的是把一路節目訊號轉成多種碼率與格式，讓手機、機上盒與網頁都播得動，賽事直播還得在幾秒內完成 4K 轉碼。原本台裡靠專用硬體編碼器，換規格就得換機器。
cn_192	Hangzhou Linx Robot Intelligent Technology	靈西機器人，3D 視覺	客戶是食品飲料、醫藥與日化的倉庫和產線。3D 相機拍一眼堆疊的紙箱，算出每箱的位置與姿態，指揮機械手把不同尺寸的箱子混合碼到同一個托盤上，或從托盤上逐箱拆下。原本混合碼垛得靠人搬，或用只能處理單一箱型的固定程式碼垛機。
cn_195	Haomo.ai (毫末智行)	長城汽車孵化的智駕公司	從長城汽車的智駕部門分拆，長城既是股東也是最大客戶。HPilot 按算力分三檔前裝在長城車型上，做高速領航與自動泊車，靠量產車回傳的數據迭代；另做末端配送小車。2024 年後傳出裁員與收縮，對外動態與官網訪問均已中斷。
cn_196	HBIS Group Co Ltd	河鋼集團，鋼鐵央企	客戶是汽車、家電廠與基建工程，買的是板材、型材與鋼軌——車廠要能衝壓不開裂的薄板，家電廠要鍍層均勻的表面。智能煉鋼用在轉爐吹煉：判斷何時停吹、加多少合金才打得到目標成分。原本靠爐前工看火焰顏色加取樣化驗，不準就來回補吹。
