cn_122	中國	Chongqing Changan Automobile Co Ltd	長安汽車，整車與智駕	深藍、阿維塔；天樞智駕	深藍、阿維塔為旗下電動車品牌，天樞智駕是自研的輔助駕駛系統	總部在重慶的整車廠，溯源可到清末的洋務工廠。合資板塊有長安福特、長安馬自達，自主板塊主推深藍、啟源，以及與華為、寧德時代合資的阿維塔。2025年從兵器裝備集團劃出，成為國資委直管的獨立央企。
cn_123	中國	Chongqing Sailisi New Energy Vehicle	賽力斯，問界汽車製造商	問界系列	與華為合作的增程及純電休旅車系列，搭載華為智駕與車機系統	前身是重慶的小康股份，原本做微型車和摩托車零部件。2021年起與華為合作生產問界，由華為主導產品定義、智能座艙和銷售管道，賽力斯負責製造，2024年首次全年盈利，也因此高度依賴單一合作方。
cn_124	中國	CISDI Information Technology Co Ltd	中冶賽迪信息技術			中冶賽迪集團旗下的數字化子公司，總部在重慶，把母公司多年做鋼鐵冶金工程設計累積的工藝知識轉成軟件產品，替鋼廠建智能製造平台和工業互聯網系統。客戶以國內鋼鐵企業為主，收入來自項目制的系統集成。
cn_125	中國	CloudMinds (達闥科技)	雲端機器人與人形機器人	Cloud Ginger 人形機器人；海睿大模型		2015年由前中國移動研究院院長黃曉慶創辦，主張把機器人的「大腦」放在雲端、用專屬網絡連接本體，因此同時要做機器人整機、雲端平台和網絡。2020年被美國列入實體清單，科創板上市未成，近年陷入資金與欠薪困境。
cn_126	中國	CloudWalk Technology (雲從科技)	計算機視覺與人機協同	從容大模型；人臉識別	自研多模態模型，含語言、視覺與語音，供金融政務客戶建行業模型	為銀行、公安、機場提供人臉識別與人機協同系統，近年推出從容大模型做政企項目。
cn_127	中國	COMAC	中國商飛，民用客機制造	C919	150 座級窄體客機，已交付國內航空公司投入商業航線	2008年成立的央企，承擔國產民用客機的總體設計與總裝，發動機、航電等關鍵系統仍大量外購。C919 已交付國內主要航空公司投入商業運營，產能爬坡和供應鏈是主要瓶頸；另有 ARJ21 支線客機在運營。
cn_128	中國	CRCC Zhongtie Robot (中鐵機器人)	中國鐵建機器人業務			
cn_129	中國	CRRC Times Robot (中車時代機器人)	中車旗下，軌道交通巡檢機器人	巡檢機器人	在車輛段與軌道沿線自動巡走，檢查列車車底與線路設備狀態	
cn_13	中國	Aqrose Technology (阿丘科技)	工業 AI 視覺檢測	AIDI 平台	深度學習的工業瑕疵檢測軟體，不需寫程式即可標註影像、訓練模型	做工業缺陷檢測的深度學習軟件，客戶是 3C、汽車零部件和半導體封裝等製造商，收費方式是軟件授權加上交鑰匙專案，替產線取代人工目檢。在新加坡和柏林設有據點，對外稱已服務超過一千二百家製造企業。
cn_130	中國	CSSC Zhihai Innovation Res Inst Co Ltd	中國船舶集團智能創新研究院			
cn_131	中國	Cyborg Robotics (賽博機器人)	機器人初創			
cn_132	中國	Dataa Robotics (達達機器人)	疑為達闥科技相關實體，雲端機器人			
cn_133	中國	DataMesh (數邁科技)	數字孿生與混合現實	DataMesh Director		總部在北京，另在美國貝爾維尤和新加坡設點。把三維模型、實時設備數據和作業流程串成可執行的數字孿生，讓操作和維修步驟以混合現實方式呈現給現場人員，主要賣給製造業做設備維護與培訓，合作客戶包括富士康。
cn_134	中國	DeepBlue Technology	深蘭科技，AI 機器人與自動駕駛小車	熊貓智能公交；服務機器人	自動駕駛電動巴士，車上配環境感知與手脈辨識支付	上海的 AI 公司，產品線橫跨無人零售、服務機器人和自動駕駛巴士，收入多來自地方政府與產業園區的合作項目而非消費市場。曾在多地宣布大額投資協議，但實際落地規模有限，近年業務明顯收縮。
cn_135	中國	DeepGlint	格靈深瞳，計算機視覺	人臉識別；視頻分析	從監控影像做人臉比對與行為分析，用於安防、軌交場站	2013年成立，早期靠安防視頻分析和銀行網點的客流識別起家，投資方包括真格基金與紅杉。2022年在科創板上市，營收規模小且長期虧損，近年把場景轉向體育健康、軌道交通和商業零售，也對外賣算法訓練平台。
cn_136	中國	DeepMirror	深度鏡像類計算機視覺企業			
cn_137	中國	DeepRobotics	雲深處科技，四足與人形機器人	絕影系列四足機器人	四足機器狗，用於變電站、隧道等場域巡檢與應急探測	雲深處，賣四足機器人給電力巡檢、應急救援等工業場景，也在做人形機器人。
cn_138	中國	DeepRoute.ai	元戎啟行，城市智駕方案	DeepRoute IO 智駕系統		元戎啟行，為車企提供無高精地圖的城市智駕方案，與長城等車企量產合作。
cn_139	中國	DeepSeek	深度求索，幻方量化孵化，基礎大模型	DeepSeek-V3/V4、R1 推理模型		訓練並開放權重的通用大模型，同時通過 API 按調用量收費；另有免費的對話 App。背後由量化基金幻方出資，不依賴外部融資。
cn_14	中國	Athena Eyes Technology Co Ltd	雅典娜/金融身份認證視覺 AI			
cn_140	中國	DeepWay (深向科技)	百度孵化，電動智能重卡	星辰重卡	純電動智能重卡，L3 級輔助駕駛，滿載續航約 300 公里	由百度與物流企業獅橋合資孵化，在江蘇自建工廠生產電動重卡，整車平台和智駕系統都自研。車輛既直接售予物流公司，也以運力服務的形式輸出，目標是幹線物流場景的自動化，客戶集中在大宗貨運和快遞幹線。
cn_141	中國	DexForce (力策科技)	3D 視覺與具身智能			深圳的具身智能公司，自研 DexVerse 引擎，用合成數據大量生成訓練樣本來訓練機器人的視覺與操作模型，藉此省去真機採集成本。同時銷售 3D 視覺傳感器和 W1 Pro 人形本體，落地場景集中在工業上下料與分揀。
cn_142	中國	DiDi	滴滴出行，網約車平台，佈局自動駕駛	滴滴自動駕駛 Robotaxi	自動駕駛計程車，在部分城市指定區域開放乘客叫車	2012年成立，2016年收購 Uber 中國業務後在國內網約車市場居主導地位。2021年赴美上市隨即遭網絡安全審查、App 下架整改，2022年從紐交所退市轉為場外交易。收入以出行抽成為主，另有貨運與拉美業務。
cn_143	中國	Digital China	神州數碼，IT 分銷與雲服務	神州問學 AI 平台	企業大模型整合平台，管理模型、算力與資料並開發 AI 應用	2001年從聯想集團分拆而來，主業是代理國內外 IT 硬件並轉售雲資源，營收上千億但毛利極薄。另有自產的神州鯤泰信創服務器和企業雲管理服務，屬於靠規模與渠道賺錢的分銷型公司，在深交所上市。
cn_144	中國	DJI	大疆，消費與行業無人機全球龍頭	Mavic、Mini 系列；卓馭智駕（原大疆車載）		大疆，消費無人機全球龍頭，另賣行業無人機（農業、測繪、巡檢）、手持雲台和運動相機。
cn_145	中國	DOBOT (越疆科技)	協作機器人與人形機器人	CR 協作機器人；Atom 人形	CR 系列是工廠用協作機械臂，Atom 為會直膝行走與抓取的人形機器人	2015年在深圳成立，從 Kickstarter 眾籌的桌面機械臂起家，現在主力產品是協作機器人。教育科研市場占比較高，工業客戶逐步增加，海外營收比重大。2024年底在港交所上市，營收規模仍小且處於虧損狀態。
cn_146	中國	Dongfeng Autonomous (東風自動駕駛)	東風汽車旗下自動駕駛業務	自動駕駛卡車與乘用車		
cn_147	中國	Dreame Technology (追覓科技)	掃地機器人與高速電機	掃地機器人		2017年由清華背景的俞浩創辦，起步時是小米生態鏈企業，2019年後脫離小米轉做自有品牌並自建海外渠道。以高速數字馬達為核心技術，產品從掃地機延伸到吹風機、洗地機和割草機器人，海外市場是主要收入來源。
cn_148	中國	DroidUp	人形機器人初創公司			
cn_149	中國	Ecovacs Robotics (科沃斯機器人)	掃地機器人龍頭	地寶掃地機器人	地寶（DEEBOT）是其掃地機器人產品線，具自動集塵與拖地基座	1998年以吸塵器代工起家，2006年轉做自有品牌掃地機器人，2018年在上交所上市。旗下科沃斯品牌做掃地機和擦窗機，添可品牌做洗地機與個人護理電器，兩個品牌都把海外市場當作主要增長來源。
cn_15	中國	Autel Robotics Co Ltd	道通智能，消費及工業無人機	EVO 系列無人機	可折疊四旋翼空拍機，另有熱像版本用於巡檢與搜救	2014年在深圳成立，團隊出自汽車診斷設備廠商道通科技，後從母公司分拆獨立。主要市場在歐美，美國對大疆的採購限制反而讓它拿到政府和公共安全部門的份額，產品線涵蓋消費機、警用應急機和垂直起降固定翼。
cn_150	中國	Emotibot (竹間智能)	情感計算與企業對話 AI	Bot Factory	企業對話機器人建置平台，整合語音、語意與流程引擎做客服與質檢	2015年由微軟亞洲互聯網工程院出身的簡仁賢創辦，主做企業級對話機器人、情感識別和文檔理解，客戶多為金融、電信和政府單位，收入以項目制交付為主。2024年傳出停工停產與拖欠薪資，經營陷入困難。
cn_151	中國	EngineAI	眾擎機器人，人形機器人	SE01、PM01 人形機器人	SE01 為 170 公分全尺寸人形機器人，PM01 是較小的開發者機型	2023年在深圳成立的人形機器人公司，自研關節模組、電機和整機，靠賣機器人本體給科研機構與二次開發商收費，並開放開發者平台吸引應用側團隊。以擬人步態和高動態動作的演示影片在網上打開知名度。
cn_152	中國	Envision Energy	遠景能源，風電與儲能，AI 用於能源管理	EnOS 智能物聯平台；風機	EnOS 是連接風機、儲能等設備的物聯網平台，做監控與發電調度	遠景能源，賣風機和儲能系統，並提供能源物聯網平台 EnOS。
cn_153	中國	EVE Energy Co Ltd	億緯鋰能，鋰電池製造	動力與儲能電池	方形與圓柱鋰電芯，供電動車動力系統與電網儲能櫃使用	2001年在惠州成立，最早做電錶、ETC 用的鋰原電池，後陸續切入消費、動力和儲能電池三條線。儲能電芯出貨量已進入全球前列，客戶包括特斯拉與寶馬，並在馬來西亞、匈牙利和美國密西西比設廠，在深交所上市。
cn_154	中國	FABU Technology (法布科技)	自動駕駛與港口無人運輸			杭州飛步科技由浙江大學教授何曉飛創辦，早期投入自動駕駛芯片與感知算法，後把重心放到港口場景。在寧波舟山港梅山碼頭等地常態化運營無人集卡車隊，按車隊規模與系統向港口集團收費，另拓展幹線物流，股東包含浙大教育基金會與地方產業基金。
cn_155	中國	FAW Nanjing Technology Dev Co Ltd	一汽南京研發中心，智能網聯	智能座艙與智駕		
cn_158	中國	ForwardX Robotics (前向啟創)	倉儲物流 AMR 機器人	Flex 系列 AMR	以視覺導航的倉儲搬運機器人，跟著揀貨員在倉庫內移動料箱	2016 年在北京創立，做以視覺導航為主的自主移動機器人，賣揀選、搬運與對接設備並配 f(x) 調度系統給倉庫和製造現場。客戶包括京東、DHL、宜家與 TCL，已在四大洲逾 220 個場地部署三千多台，另在美國、日本、韓國設點。
cn_159	中國	Foxconn Industrial Internet	工業富聯，電子製造與 AI 服務器	AI 服務器；燈塔工廠	代工 AI 伺服器整機與機櫃，燈塔工廠指其高度自動化的自有產線	工業富聯，富士康旗下，代工 AI 服務器和網絡設備，是英偉達服務器主要供應商。
cn_16	中國	Autohome Inc	汽車之家，汽車資訊與交易平台	汽車之家大模型應用		2005 年由李想創辦，先後在紐交所與港交所上市，中國平安為控股股東。收入來自車企媒體廣告、經銷商訂閱與銷售線索分成，另經營二手車平台 che168。車市價格戰下廣告收入承壓，近年轉做數據服務與汽車金融、保險等衍生業務。
cn_160	中國	Galbot	銀河通用，通用具身機器人	Galbot G1	輪式雙臂人形機器人，已在無人藥店、零售店做取貨與補貨	銀河通用，研發用合成數據訓練的通用具身機器人，場景是零售貨架取貨和工廠搬運。
cn_161	中國	Gaussian Robotics	高仙機器人，商用清潔機器人	清潔機器人	自動洗地與吸塵機器人，用於商場、機場等大面積場所日常清潔	2013 年成立於上海，把洗地、掃地機器人賣給物業、商場、機場與工廠，並提供機器人管理平台與遠程運維。以經銷商和清潔服務商為主要渠道，業務覆蓋七十多個國家與地區，累計交付超過四萬台，海外市場佔比持續提高。
cn_162	中國	Geek+ PopPick (極智嘉PopPick)	極智嘉，倉儲物流機器人	PopPick 貨箱到人系統	貨架到人揀選系統，機器人把整座貨架搬到工作站再自動取下貨箱	賣倉儲物流機器人系統（貨到人揀選），客戶是電商、零售和製造企業倉庫。
cn_163	中國	Geely	吉利汽車集團，整車與智駕	千里浩瀚智駕；星睿大模型	千里浩瀚是分級的輔助駕駛方案，星睿為支撐它的車用 AI 模型	1997 年進入造車，總部在杭州，旗下有吉利、領克、極氪、銀河等品牌，控股集團另持有富豪與寶騰股權。港股上市，銷售與服務網覆蓋八十多個國家。近年把智駕與座艙研發收攏到集團統一平台，由體系內的億咖通、芯擎提供芯片與軟件。
cn_164	中國	Geely Automobile Res Inst Ningbo Co Ltd	吉利汽車研究院			
cn_165	中國	Geostar Information Technology Co Ltd	吉奧信息，GIS			前身是武漢大學測繪體系孵化的武大吉奧，現為吉奧時空信息技術股份有限公司。賣 GeoGlobe 地理信息平台、空間資料庫管理系統與地理孿生產品，客戶以自然資源、規劃、應急等政府部門為主，是國產 GIS 替代的主要供應商之一。
cn_166	中國	Geovis Digital Earth Hefei Co Ltd	中科星圖數字地球			
cn_167	中國	Geovis Weitianxin Technology Co Ltd	中科星圖相關			2007 年成立，是中科星圖的國有控股子公司，專做氣象與海洋領域的空天信息應用。為氣象部門、機場、電力與農業客戶建設氣象基礎設施與預報系統，提供網格化預報和天氣 API，並運營面向企業的看天 App，收入以行業項目為主。
cn_168	中國	Gientech Digital Technology Group Co Ltd	中電金信，金融科技	源啟平台	金融業數位底座，含開發、資料與 AI 平台，供銀行做系統重構	中國電子（CEC）旗下企業，由原文思海輝的金融業務整合而來後獨立運作。主要替大型商業銀行做核心系統的諮詢、開發、測試與運維，推出源啟信創數字底座，客戶還包括保險與證券機構，近年以 GienTech 品牌拓展海外市場。
cn_169	中國	Global Tone Communication Technology Qin	中譯語通，機器翻譯			中國出版集團中譯體系內的科技企業，做機器翻譯與跨語言大數據分析。產品包括翻譯引擎、語料資料庫、輿情與科技情報評估平台，客戶多為政府部門、媒體和金融機構，另運營語言服務人才測評，在青島、西安、成都等地設有子公司。
cn_17	中國	AutoX	L4 級 Robotaxi 自動駕駛公司	AutoX Gen5 自動駕駛系統		2016 年由普林斯頓大學助理教授肖健雄創辦，在中美兩地運作。曾在深圳、上海、廣州與矽谷投放 L4 級全無人 Robotaxi，自研 Gen5 傳感與計算平台，並與 Stellantis、本田談車輛平台合作。規模化商業化一直未達成，近年公開動態明顯減少。
cn_170	中國	Glodon Co Ltd	廣聯達，建築數字化軟件	AecGPT 建築大模型	320 億參數建築業模型，覆蓋設計、算量、造價與施工進度等環節	1998 年成立，2010 年在深交所上市。起家於工程造價算量軟件，目前收入以軟件訂閱與雲服務為主，客戶是施工企業、設計院與建設方，業務延伸到施工管理、數字設計和工程物資交易。地產與基建投資收縮後，續費與新簽壓力明顯。
cn_171	中國	GoLaxy Data Technology Inc	中科天璣，大數據輿情			2010 年成立，源自中國科學院計算技術研究所，是計算所數據智能方向的產業化平台。賣大數據採集、治理與機器學習平台以及輿情分析系統，客戶多為宣傳、公安等政府部門和媒體機構，同時參與大數據分析系統國家工程實驗室的共建。
cn_173	中國	Great Wall Motor Co Ltd	長城汽車，整車與智駕	Coffee Pilot 智駕	高速與城區的領航輔助駕駛系統，搭載於自家品牌車型	1984 年起家於河北保定，以 SUV 和皮卡為主，旗下有哈弗、魏牌、歐拉、坦克等品牌，A 股與港股兩地上市。體系內自建蜂巢能源、諾博汽車等零部件公司，智駕早期由分拆出去的毫末智行供應。近年海外銷量與利潤佔比明顯提高。
cn_176	中國	Guangzhou Automobile Group Co Ltd	廣汽集團，整車與智駕	埃安；ADiGO 智駕	埃安是旗下純電車品牌，ADiGO 為其輔助駕駛與智能座艙系統	廣州市屬國企，A 股與港股兩地上市，長期名列財富五百強。利潤一度主要依賴廣汽豐田、廣汽本田兩家合資公司，自主品牌為傳祺與埃安。合資銷量下滑後重心轉向自主新能源，並投資 Robotaxi 與飛行汽車等新業務，組織近年多次調整。
cn_177	中國	Guangzhou Quwan Network Technology Co	趣丸網絡（TT 語音）			2014 年成立於廣州，主產品 TT 語音是面向遊戲開黑的語音社交平台，累計註冊用戶超過兩億。收入來自增值服務、遊戲聯運發行與電競賽事運營，母公司趣丸科技另佈局 AI 與數字文娛內容，是廣州重點扶持的高新技術企業。
cn_178	中國	Guangzhou Sanqi Jimeng Network Technology	三七互娛相關			
cn_179	中國	Guangzhou Sanqi Jiyao Network Technology	三七互娛相關			
cn_18	中國	AVIC UAV (中航無人機)	中航工業旗下，大型軍民兩用無人機	翼龍系列無人機	中空長航時察打一體無人機，可掛偵察吊艙與飛彈，已外銷多國	中航工業旗下，2007 年成立於成都，2022 年在科創板上市。主力產品是翼龍系列中空長航時無人機，用於偵察打擊，也衍生出氣象探測與應急通信機型。客戶以軍方和一帶一路沿線國家為主，外銷比重高，整機交付與配套保障是主要收入。
cn_180	中國	Guangzhou Shirui Electronics Co Ltd	視源股份（CVTE）	希沃	希沃（seewo）是校園互動智慧平板與配套的教學備課軟體	2005 年成立於廣州，2017 年在深交所上市。起家做電視主控板卡，出貨量長期居全球前列，現以液晶顯示部件和交互智能平板為兩大支柱。教育品牌希沃、會議品牌 MAXHUB 都出自旗下，另切入智能家居、醫療與人工智能等新業務。
cn_181	中國	Guangzhou Shiyuan Cvte Artificial Intelligence	視源股份（CVTE）AI 研究院	希沃教育大模型		
cn_182	中國	Guangzhou XAG Technology Co Ltd	極飛科技，農業無人機與機器人	P 系列農業無人機	農業噴灑無人機，依處方圖自動飛行施藥、播種與撒肥	極飛科技，賣農業無人機、農機自動駕駛和農田物聯網設備，客戶是農戶和農服組織。
cn_183	中國	Guangzhou Xiaopeng Autonomous Driving	小鵬汽車自動駕駛業務	XNGP 智駕	涵蓋高速與城區道路的點到點導航輔助駕駛	
cn_184	中國	Guanzhou Radio Express Group Co Ltd	廣電運通，金融設備			廣州無線電集團旗下，在深交所上市。主業是 ATM、清分機等金融自助設備及相關運營服務，靠銀行網點改造與海外訂單支撐。近年把機器視覺、人證核驗技術延伸到軌道交通、政務終端與數字人民幣硬錢包等場景，海外業務佔比逐步提高。
cn_185	中國	Guizhou Wujiang Hydropower Dev Co Ltd	烏江水電			
cn_186	中國	H3C Artificial Intelligence Technology	新華三 AI 業務	百業靈犀大模型	面向政企的私域模型，部署在客戶私有雲上做垂直領域問答	
cn_187	中國	Hai Robotics HAIPICK (海柔HAIPICK)	海柔創新，箱式倉儲機器人	HaiPick 系統	箱式倉儲機器人系統，機器人在貨架間取放料箱並送到揀選站	2016 年成立於深圳，首創以機械手取放料箱的箱式倉儲機器人，在既有貨架上實現高密度存儲，不必大改倉庫結構。客戶是電商、第三方物流與製造業倉庫，海外收入佔比高，在美國、歐洲、日本設有分支，走系統集成商與經銷商並行的渠道。
cn_188	中國	Haier Smart Home Co Ltd	海爾智家，家電與智能家居	HomeGPT；卡奧斯工業互聯網	智慧家庭垂類大模型，用於家電語音交互、一句話生成回家場景與客服問答	海爾智家，賣冰箱、洗衣機等家電，海外收入佔比高。
cn_189	中國	Hangcha Group Co Ltd	杭叉集團，叉車，含無人叉車	智能叉車	叉車式 AGV，靠激光與自然導航自動堆垛、搬運托盤，已用於光伏產線	由杭州叉車廠改制而來，A 股上市，產量長期位居國內叉車前二。產品以內燃和電動叉車為主，近年推鋰電化與無人叉車，客戶是製造業與物流倉儲企業。依靠經銷網絡和出口成長，海外收入佔比持續提高，毛利率高於國內市場。
cn_19	中國	Axera Semiconductor Co Ltd	愛芯元智，端側 AI 視覺芯片	AX 系列 AI 芯片	端側視覺 SoC，裝在攝影機等設備上做即時影像分析，原生支援 Transformer	2019 年成立，做端側與邊緣側的 AI 視覺芯片，AX 系列用於智能攝像頭、車載視覺和邊緣計算盒子。按芯片出貨收費，並提供配套工具鏈給模組廠與方案商，客戶包括安防設備廠與整車廠，已在多個前裝項目實現量產。
cn_190	中國	Hangzhou Arcvideo Tech Co Ltd	當虹科技，視頻編碼			2010 年成立於杭州，後在科創板上市。主業是視頻編解碼與智能處理軟件，收入來自系統項目與技術授權，客戶為廣電台網、電信運營商、軍工單位和體育賽事機構。近年把超高清轉碼與視頻理解模型接入直播、內容審核等場景。
cn_192	中國	Hangzhou Linx Robot Intelligent Technology	靈西機器人，3D 視覺			
cn_195	中國	Haomo.ai (毫末智行)	長城汽車孵化的智駕公司	HPilot 智駕	分高中低三檔算力的輔助駕駛方案，做高速領航與泊車，量產搭載於長城車型	2019 年從長城汽車的智能駕駛部門分拆成立，長城既是主要股東也是最大客戶，靠其車型前裝量產累積路測數據。除乘用車輔助駕駛外，也做末端物流配送小車。2024 年後傳出裁員與業務收縮，對外公開動態與官網訪問均已中斷。
cn_196	中國	HBIS Group Co Ltd	河鋼集團，鋼鐵央企	智能煉鋼		河北省屬鋼鐵國企，由唐鋼與邯鋼等企業合併而來，粗鋼產量長期居全球前列。產品以板材、型材和鋼軌為主，客戶集中在汽車、家電與基建行業。收購塞爾維亞斯梅代雷沃鋼廠等海外資產，近年推動數字化煉鋼和氫冶金示範項目。
cn_2	中國	51WORLD (五一視界)	數字孿生與仿真平台，用於城市、工業和自動駕駛仿真	51Sim 仿真平台；AES 數字孿生引擎		2015 年成立於北京，賣 AES 數字孿生引擎和 51Sim 仿真平台，收入以項目交付與平台授權為主。客戶涵蓋城市治理、園區、能源、交通與車企，自動駕駛仿真是主要場景之一。已完成多輪融資，並向日本、中東等海外市場拓展。
cn_20	中國	Baichuan Robotics (百川智能機器人)	王小川創辦的百川智能，大模型公司，聚焦醫療	Baichuan 系列模型；百小應		2023 年由搜狗創辦人王小川與茹立雲成立，初期密集發布開源與閉源模型。2024 年後把重心收到醫療，推面向醫院、醫生和患者的 AI 應用與百小應助手，商業化主要靠醫療機構合作與模型授權，不再正面參與通用模型的參數競賽。
cn_200	中國	Hisense Group	海信集團，家電與顯示	星海大模型	自研語言與多模態模型，裝進電視、空調做自然對話與圖像生成	由青島市屬國企改制而來，主業是電視與白色家電，另有智慧交通、光通信、醫療影像等 B 端業務。電視全球出貨量位居前列，透過收購東芝映像、gorenje 與 ASKO 擴張海外，海外收入佔比高，並自研顯示芯片與車載顯示產品。
cn_201	中國	Hiwing Aviation Gen Equip Co Ltd	航天科工無人機			
